product,console,loose_old,loose_new,cib_old,cib_new,loose_market,cib_market,source,status
Metal Mech - NES Game,NES,16.31,15.99,16.31,28.99,12.08148148148148,21.746666666666666,uplift_1.8x,APPLY
Metal Slug - Sega Saturn Game,Sega Saturn,108.0,107.99,108.0,193.99,80.0,144.0,uplift_1.8x,APPLY
Metal Slug Advance - GBA Game,Gameboy Advance,123.98,122.99,123.98,302.99,91.19,225.16,pc_search,APPLY
Michael Jordan Chaos in the Windy City - SNES Game,SNES,23.2,22.99,23.2,40.99,17.185185185185183,30.93333333333333,uplift_1.8x,APPLY
Mickey Mania - SNES Game,SNES,14.79,13.99,14.79,25.99,10.955555555555554,19.72,uplift_1.8x,APPLY
Micro Machi - NES Game V4 - PSP Game,PSP,12.58,11.99,12.58,21.99,9.318518518518518,16.773333333333333,uplift_1.8x,APPLY
Midnight Resistance - Sega Genesis Game,Sega Genesis,53.0,52.99,53.0,94.99,39.25925925925926,70.66666666666667,uplift_1.8x,APPLY
Midway Arcade Treasures - PS2 Game,Playstation 2,13.99,11.99,13.99,12.99,9.25,9.75,pc_search,APPLY
Midway Arcade Treasures 2 - PS2 Game,Playstation 2,13.99,15.99,13.99,20.99,12.55,16.0,pc_search,APPLY
Midway Arcade Treasures 3 - Gamecube Game,Gamecube,33.88,32.99,33.88,59.99,25.096296296296295,45.17333333333333,uplift_1.8x,APPLY
Mighty Beanz Pocket Puzzles - GBA Game,Gameboy Advance,8.0,7.99,8.0,13.99,5.925925925925926,10.666666666666666,uplift_1.8x,APPLY
Mighty Morphin Power Rangers - SNES Game,SNES,34.0,33.99,34.0,60.99,25.185185185185183,45.33333333333333,uplift_1.8x,APPLY
Millipede - NES Game,NES,14.12,13.99,14.12,24.99,10.459259259259259,18.826666666666668,uplift_1.8x,APPLY
Milon's Secret Castle - NES Game,NES,13.3,12.99,13.3,22.99,9.851851851851851,17.733333333333334,uplift_1.8x,APPLY
Miner 2049er - Gameboy Game,Gameboy,31.31,30.99,31.31,55.99,23.19259259259259,41.74666666666666,uplift_1.8x,APPLY
Miss Spiders Tea Party - PS1 Game,Playstation,7.98,6.99,7.98,13.99,5.911111111111111,10.64,uplift_1.8x,APPLY
Mister Mosquito - PS2 Game,Playstation 2,82.14,81.99,82.14,146.99,60.84444444444444,109.52,uplift_1.8x,APPLY
MLB 07 The Show - PS2 Game,Playstation 2,6.56,5.99,6.56,10.99,4.859259259259258,8.746666666666664,uplift_1.8x,APPLY
MLB 08 The Show - PS2 Game,Playstation 2,7.81,6.99,7.81,13.99,5.785185185185185,10.413333333333332,uplift_1.8x,APPLY
MLB 09: The Show - PS2 Game,Playstation 2,6.65,5.99,6.65,10.99,4.925925925925926,8.866666666666667,uplift_1.8x,APPLY
MLB 09: The Show - PSP Game,PSP,7.5,6.99,7.5,12.99,5.555555555555555,10.0,uplift_1.8x,APPLY
MLB 10 The Show - PS2 Game,Playstation 2,9.31,8.99,9.31,15.99,6.896296296296296,12.413333333333334,uplift_1.8x,APPLY
MLB 11: The Show - PS2 Game,Playstation 2,10.93,9.99,10.93,18.99,8.096296296296295,14.57333333333333,uplift_1.8x,APPLY
MLB 2000 - PS1 Game,Playstation,7.64,6.99,7.64,12.99,5.659259259259259,10.186666666666666,uplift_1.8x,APPLY
MLB 98 - PS1 Game,Playstation,6.99,6.99,6.99,11.99,5.177777777777778,9.32,uplift_1.8x,APPLY
MLB 99 - PS1 Game,Playstation,9.48,8.99,9.48,16.99,7.022222222222222,12.64,uplift_1.8x,APPLY
MLB Slugfest 2004 - GBA Game,Gameboy Advance,15.6,14.99,15.6,27.99,11.555555555555555,20.8,uplift_1.8x,APPLY
MLB Slugfest 2006 - PS2 Game,Playstation 2,17.02,16.99,17.02,29.99,12.607407407407406,22.69333333333333,uplift_1.8x,APPLY
MLB Slugfest Loaded - PS2 Game,Playstation 2,14.61,13.99,14.61,25.99,10.822222222222221,19.479999999999997,uplift_1.8x,APPLY
Mobil 1 Rally Championship - PS1 Game,Playstation,9.5,8.99,9.5,16.99,7.037037037037036,12.666666666666666,uplift_1.8x,APPLY
Mobile Suit Gundam Seed Battle Assault - GBA Game,Gameboy Advance,34.73,33.99,34.73,61.99,25.72592592592592,46.30666666666666,uplift_1.8x,APPLY
Monopoly - SNES Game,SNES,9.41,8.99,9.41,15.99,6.97037037037037,12.546666666666667,uplift_1.8x,APPLY
Monster 4x4 Masters of Metal - PS2 Game,Playstation 2,7.39,6.99,7.39,12.99,5.474074074074074,9.853333333333333,uplift_1.8x,APPLY
Monster Bass - PS1 Game,Playstation,6.99,7.99,6.99,15.99,6.08,12.14,pc_search,APPLY
Monster House - Gamecube Game,Gamecube,22.99,21.99,22.99,26.99,16.45,16.77,pc_search,APPLY
Monster Jam Maximum Destruction - PS2 Game,Playstation 2,11.99,10.99,11.99,15.99,8.54,8.85,pc_search,APPLY
Monster Jam Urban Assault - PS2 Game,Playstation 2,13.99,12.99,13.99,17.99,10.01,10.3,pc_search,APPLY
Monster Party - NES Game,NES,28.99,28.99,28.99,51.99,21.47407407407407,38.65333333333333,uplift_1.8x,APPLY
Monster Rancher 4 - PS2 Game,Playstation 2,94.98,93.99,94.98,169.99,70.35555555555555,126.64,uplift_1.8x,APPLY
Monster Rancher Hop-A-Bout - PS1 Game,Playstation,28.41,27.99,28.41,50.99,21.044444444444444,37.88,uplift_1.8x,APPLY
Montezuma's Revenge - Sega Master System Game,Sega Master System,109.37,108.99,109.37,195.99,81.01481481481481,145.82666666666665,uplift_1.8x,APPLY
Mortal Kombat - SNES Game,SNES,18.84,17.99,18.84,32.99,13.955555555555554,25.119999999999997,uplift_1.8x,APPLY
Mortal Kombat 3 - SNES Game,SNES,16.68,15.99,16.68,29.99,12.355555555555554,22.24,uplift_1.8x,APPLY
Mortal Kombat Deception - Gamecube Game,Gamecube,60.42,59.99,60.42,107.99,44.75555555555555,80.56,uplift_1.8x,APPLY
Mortal Kombat II - SNES Game,SNES,23.9,22.99,23.9,42.99,17.703703703703702,31.866666666666664,uplift_1.8x,APPLY
Mortal Kombat Tournament Edition - GBA Game,Gameboy Advance,80.16,79.99,80.16,143.99,59.37777777777777,106.88,uplift_1.8x,APPLY
Mother 1+2 [Homebrew] - GBA Game,Gameboy Advance,32.96,31.99,32.96,58.99,24.414814814814815,43.946666666666665,uplift_1.8x,APPLY
Mother 3 [Homebrew] - GBA Game,Gameboy Advance,25.33,24.99,25.33,44.99,18.76296296296296,33.773333333333326,uplift_1.8x,APPLY
Moto GP 07 - PS2 Game,Playstation 2,10.99,10.99,10.99,18.99,8.14074074074074,14.653333333333334,uplift_1.8x,APPLY
MotoGP 4 - PS2 Game,Playstation 2,7.99,6.99,7.99,11.99,5.25,5.57,pc_search,APPLY
Motor City Patrol - NES Game,NES,117.87,116.99,117.87,211.99,87.3111111111111,157.16,uplift_1.8x,APPLY
Mouse Trap / Operation / Simon - GBA Game,Gameboy Advance,7.09,6.99,7.09,11.99,5.2518518518518515,9.453333333333333,uplift_1.8x,APPLY
Mouse Trap Hotel - Gameboy Game,Gameboy,15.21,14.99,15.21,26.99,11.266666666666666,20.279999999999998,uplift_1.8x,APPLY
Mr. Chin's Gourmet Paradise - Gameboy Game,Gameboy,18.79,17.99,18.79,32.99,13.918518518518518,25.05333333333333,uplift_1.8x,APPLY
Ms. Pac-Man - SNES Game,SNES,15.94,14.99,15.94,27.99,11.807407407407407,21.253333333333334,uplift_1.8x,APPLY
Ms. Pac-Man [Namco] - NES Game,NES,79.9,78.99,79.9,142.99,59.18518518518518,106.53333333333333,uplift_1.8x,APPLY
Ms. Pac-Man [Tengen] - NES Game,NES,39.99,39.99,39.99,70.99,29.62222222222222,53.32,uplift_1.8x,APPLY
MTV Celebrity Deathmatch - Xbox Game,Xbox,7.89,6.99,7.89,13.99,5.844444444444444,10.52,uplift_1.8x,APPLY
MTV Remote Control - NES Game,NES,10.88,9.99,10.88,18.99,8.059259259259258,14.506666666666666,uplift_1.8x,APPLY
Mucha Lucha: Mascaritas of the Lost Code - GBA Game,Gameboy Advance,9.74,8.99,9.74,16.99,7.214814814814814,12.986666666666666,uplift_1.8x,APPLY
Muhammad Ali Heavyweight Boxing - Sega Genesis Game,Sega Genesis,13.02,12.99,13.02,22.99,9.644444444444444,17.36,uplift_1.8x,APPLY
Muppets Party Cruise - Gamecube Game,Gamecube,34.99,34.99,34.99,61.99,25.918518518518518,46.653333333333336,uplift_1.8x,APPLY
MUSCLE - NES Game,NES,24.81,23.99,24.81,43.99,18.377777777777776,33.08,uplift_1.8x,APPLY
Mutant League Football - Sega Genesis Game,Sega Genesis,28.62,27.99,28.62,50.99,21.2,38.16,uplift_1.8x,APPLY
Mutant League Hockey - Sega Genesis Game,Sega Genesis,108.29,107.99,108.29,193.99,80.21481481481482,144.38666666666668,uplift_1.8x,APPLY
Mutant Virus - NES Game,NES,66.03,65.99,66.03,117.99,48.91111111111111,88.04,uplift_1.8x,APPLY
MVP Baseball - PSP Game,PSP,9.57,8.99,9.57,16.99,7.088888888888889,12.76,uplift_1.8x,APPLY
MVP Baseball 2003 - PS2 Game,Playstation 2,7.6,6.99,7.6,12.99,5.629629629629629,10.133333333333333,uplift_1.8x,APPLY
MVP Baseball 2003 - Xbox Game,Xbox,5.41,4.99,5.41,8.99,4.007407407407407,7.213333333333333,uplift_1.8x,APPLY
MVP Baseball 2004 - Gamecube Game,Gamecube,4.77,3.99,4.77,7.99,3.5333333333333328,6.359999999999999,uplift_1.8x,APPLY
MX 2002 - Xbox Game,Xbox,9.99,8.99,9.99,13.99,6.71,6.99,pc_search,APPLY
MX World Tour - Xbox Game,Xbox,5.16,4.99,5.16,8.99,3.822222222222222,6.88,uplift_1.8x,APPLY
My Disney Kitchen - PS1 Game,Playstation,22.72,21.99,22.72,39.99,16.82962962962963,30.293333333333333,uplift_1.8x,APPLY
My Spanish Coach - PSP Game,PSP,9.47,8.99,9.47,16.99,7.014814814814815,12.626666666666667,uplift_1.8x,APPLY
Myst IV Revelation - Xbox Game,Xbox,10.94,9.99,10.94,18.99,8.103703703703703,14.586666666666666,uplift_1.8x,APPLY
Mystery Quest - NES Game,NES,15.3,14.99,15.3,26.99,11.333333333333334,20.400000000000002,uplift_1.8x,APPLY
Mystic Defender - Sega Genesis Game,Sega Genesis,30.8,29.99,30.8,54.99,22.814814814814813,41.06666666666666,uplift_1.8x,APPLY
N2O Nitrous Oxide - PS1 Game,Playstation,13.41,12.99,13.41,23.99,9.933333333333334,17.880000000000003,uplift_1.8x,APPLY
Namco Museum - Nintendo 64 Game,Nintendo 64,15.23,14.99,15.23,26.99,11.281481481481482,20.30666666666667,uplift_1.8x,APPLY
Namco Museum - Sega Dreamcast Game,Sega Dreamcast,16.98,15.99,16.98,29.99,12.577777777777778,22.64,uplift_1.8x,APPLY
Nancy Drew Message in a Haunted Mansion - GBA Game,Gameboy Advance,19.71,18.99,19.71,34.99,14.6,26.28,uplift_1.8x,APPLY
NASCAR 2001 - PS2 Game,Playstation 2,6.57,5.99,6.57,10.99,4.866666666666666,8.76,uplift_1.8x,APPLY
NASCAR Chase for the Cup 2005 - Gamecube Game,Gamecube,10.96,9.99,10.96,18.99,8.118518518518519,14.613333333333333,uplift_1.8x,APPLY
NASCAR Dirt to Daytona - Gamecube Game,Gamecube,15.08,14.99,15.08,26.99,11.17037037037037,20.106666666666666,uplift_1.8x,APPLY
NASCAR Dirt to Daytona - PS2 Game,Playstation 2,18.62,17.99,18.62,32.99,13.792592592592593,24.826666666666668,uplift_1.8x,APPLY
NASCAR Heat - Gameboy Color Game,Gameboy Color,8.02,7.99,8.02,13.99,5.94074074074074,10.693333333333332,uplift_1.8x,APPLY
NASCAR Heat 2002 - PS2 Game,Playstation 2,7.28,6.99,7.28,12.99,5.392592592592592,9.706666666666667,uplift_1.8x,APPLY
NASCAR Heat 2002 - Xbox Game,Xbox,7.74,6.99,7.74,12.99,5.733333333333333,10.32,uplift_1.8x,APPLY
NASCAR Racers - Gameboy Color Game,Gameboy Color,5.73,4.99,5.73,9.99,4.2444444444444445,7.640000000000001,uplift_1.8x,APPLY
NASCAR Thunder 2002 - PS2 Game,Playstation 2,10.34,9.99,10.34,17.99,7.659259259259259,13.786666666666667,uplift_1.8x,APPLY
NASCAR Thunder 2003 - Gamecube Game,Gamecube,6.68,5.99,6.68,11.99,4.948148148148148,8.906666666666666,uplift_1.8x,APPLY
NASCAR Thunder 2003 - Xbox Game,Xbox,10.9,9.99,10.9,18.99,8.074074074074074,14.533333333333335,uplift_1.8x,APPLY
NASCAR Thunder 2004 - PS2 Game,Playstation 2,14.27,13.99,14.27,24.99,10.57037037037037,19.026666666666667,uplift_1.8x,APPLY
NASCAR Thunder 2004 - Xbox Game,Xbox,11.69,10.99,11.69,20.99,8.659259259259258,15.586666666666664,uplift_1.8x,APPLY
NBA 09 The Inside - PS2 Game,Playstation 2,8.87,7.99,8.87,14.99,6.5703703703703695,11.826666666666666,uplift_1.8x,APPLY
NBA 09 The Inside - PSP Game,PSP,5.28,4.99,5.28,8.99,3.911111111111111,7.04,uplift_1.8x,APPLY
NBA 10: The Inside - PSP Game,PSP,8.53,7.99,8.53,14.99,6.318518518518518,11.373333333333333,uplift_1.8x,APPLY
NBA 3 on 3 Featuring Kobe Bryant - Gameboy Color Game,Gameboy Color,10.66,9.99,10.66,18.99,7.8962962962962955,14.213333333333333,uplift_1.8x,APPLY
NBA Action '95 starring David Robinson - Sega Genesis Game,Sega Genesis,7.19,6.99,7.19,11.99,5.325925925925926,9.586666666666668,uplift_1.8x,APPLY
NBA Action 94 - Sega Genesis Game,Sega Genesis,8.4,7.99,8.4,14.99,6.222222222222222,11.200000000000001,uplift_1.8x,APPLY
NBA All-Star Challenge - Sega Genesis Game,Sega Genesis,6.0,5.99,6.0,9.99,4.444444444444444,7.999999999999999,uplift_1.8x,APPLY
NBA Ballers Phenom - PS2 Game,Playstation 2,18.98,17.99,18.98,33.99,14.059259259259258,25.306666666666665,uplift_1.8x,APPLY
NBA Ballers Phenom - Xbox Game,Xbox,10.83,9.99,10.83,18.99,8.022222222222222,14.44,uplift_1.8x,APPLY
NBA Courtside 2002 - Gamecube Game,Gamecube,12.99,10.99,12.99,11.99,8.47,9.03,pc_search,APPLY
NBA Hang Time - PS1 Game,Playstation,75.98,74.99,75.98,135.99,56.28148148148148,101.30666666666666,uplift_1.8x,APPLY
NBA In the Zone '99 - PS1 Game,Playstation,18.6,17.99,18.6,32.99,13.777777777777779,24.8,uplift_1.8x,APPLY
NBA Jam - SNES Game,SNES,19.73,18.99,19.73,34.99,14.614814814814814,26.306666666666665,uplift_1.8x,APPLY
NBA Jam Tournament Edition - Sega Genesis Game,Sega Genesis,13.17,12.99,13.17,22.99,9.755555555555555,17.56,uplift_1.8x,APPLY
NBA Jam Tournament Edition - SNES Game,SNES,22.24,21.99,22.24,39.99,16.47407407407407,29.65333333333333,uplift_1.8x,APPLY
NBA Live 10 - PSP Game,PSP,17.99,16.99,17.99,21.99,12.96,13.17,pc_search,APPLY
NBA Live 2003 - Gamecube Game,Gamecube,8.99,7.99,8.99,12.99,6.15,6.32,pc_search,APPLY
NBA Live 2005 - Gamecube Game,Gamecube,12.99,11.99,12.99,16.99,9.08,9.09,pc_search,APPLY
NBA Live 95 - Sega Genesis Game,Sega Genesis,6.6,5.99,6.6,10.99,4.888888888888888,8.799999999999999,uplift_1.8x,APPLY
NBA Live 96 - Sega Genesis Game,Sega Genesis,8.37,7.99,8.37,14.99,6.199999999999999,11.159999999999998,uplift_1.8x,APPLY
NBA Live 97 - Sega Genesis Game,Sega Genesis,10.86,9.99,10.86,18.99,8.044444444444444,14.48,uplift_1.8x,APPLY
NBA Live 98 - Sega Genesis Game,Sega Genesis,15.36,14.99,15.36,26.99,11.377777777777776,20.479999999999997,uplift_1.8x,APPLY
NBA ShootOut 2000 - PS1 Game,Playstation,8.23,7.99,8.23,13.99,6.0962962962962965,10.973333333333334,uplift_1.8x,APPLY
NBA ShootOut 2001 - PS2 Game,Playstation 2,6.59,5.99,6.59,10.99,4.881481481481481,8.786666666666667,uplift_1.8x,APPLY
NBA ShootOut 2002 - PS1 Game,Playstation,8.13,7.99,8.13,13.99,6.022222222222222,10.84,uplift_1.8x,APPLY
NBA ShootOut 97 - PS1 Game,Playstation,9.46,8.99,9.46,16.99,7.007407407407408,12.613333333333335,uplift_1.8x,APPLY
NBA ShootOut 98 - PS1 Game,Playstation,9.41,8.99,9.41,15.99,6.97037037037037,12.546666666666667,uplift_1.8x,APPLY
NBA Street Vol 3 - Gamecube Game,Gamecube,49.99,49.99,49.99,88.99,37.02962962962963,66.65333333333334,uplift_1.8x,APPLY
NBA Street Vol 3 - Xbox Game,Xbox,13.39,12.99,13.39,23.99,9.918518518518518,17.85333333333333,uplift_1.8x,APPLY
NCAA Basketball 09 - PS2 Game,Playstation 2,16.09,15.99,16.09,27.99,11.918518518518518,21.453333333333333,uplift_1.8x,APPLY
NCAA Basketball Final Four 97 - PS1 Game,Playstation,8.89,7.99,8.89,15.99,6.5851851851851855,11.853333333333333,uplift_1.8x,APPLY
NCAA College Basketball 2K3 - Xbox Game,Xbox,8.05,7.99,8.05,13.99,5.962962962962963,10.733333333333333,uplift_1.8x,APPLY
NCAA College Football 2K3 - Gamecube Game,Gamecube,12.82,11.99,12.82,22.99,9.496296296296295,17.09333333333333,uplift_1.8x,APPLY
NCAA Final Four 2000 - PS1 Game,Playstation,8.93,7.99,8.93,15.99,6.614814814814814,11.906666666666665,uplift_1.8x,APPLY
NCAA Final Four 2001 - PS2 Game,Playstation 2,4.92,3.99,4.92,7.99,3.644444444444444,6.56,uplift_1.8x,APPLY
NCAA Final Four 2002 - PS2 Game,Playstation 2,5.78,4.99,5.78,9.99,4.281481481481482,7.706666666666667,uplift_1.8x,APPLY
NCAA Final Four 2003 - PS2 Game,Playstation 2,6.52,5.99,6.52,10.99,4.829629629629629,8.693333333333333,uplift_1.8x,APPLY
NCAA Final Four 2004 - PS2 Game,Playstation 2,8.36,7.99,8.36,14.99,6.192592592592592,11.146666666666667,uplift_1.8x,APPLY
NCAA Final Four 99 - PS1 Game,Playstation,6.59,5.99,6.59,10.99,4.881481481481481,8.786666666666667,uplift_1.8x,APPLY
NCAA Final Four Basketball - Sega Genesis Game,Sega Genesis,14.2,13.99,14.2,24.99,10.518518518518517,18.93333333333333,uplift_1.8x,APPLY
NCAA Football - Sega Genesis Game,Sega Genesis,7.25,6.99,7.25,12.99,5.37037037037037,9.666666666666666,uplift_1.8x,APPLY
NCAA Football 08 - PS2 Game,Playstation 2,10.45,9.99,10.45,17.99,7.74074074074074,13.933333333333332,uplift_1.8x,APPLY
NCAA Football 09 - PS2 Game,Playstation 2,14.8,13.99,14.8,25.99,10.962962962962962,19.73333333333333,uplift_1.8x,APPLY
NCAA Football 11 - PS2 Game,Playstation 2,74.99,74.99,74.99,133.99,55.548148148148144,99.98666666666666,uplift_1.8x,APPLY
NCAA Football 2002 - PS2 Game,Playstation 2,8.15,7.99,8.15,13.99,6.037037037037037,10.866666666666667,uplift_1.8x,APPLY
NCAA Football 2003 - Gamecube Game,Gamecube,7.36,6.99,7.36,12.99,5.451851851851852,9.813333333333333,uplift_1.8x,APPLY
NCAA Football 2004 - Gamecube Game,Gamecube,9.27,8.99,9.27,15.99,6.866666666666666,12.36,uplift_1.8x,APPLY
NCAA Football 2004 - Xbox Game,Xbox,8.73,7.99,8.73,14.99,6.466666666666667,11.64,uplift_1.8x,APPLY
NCAA Football 2005 - Gamecube Game,Gamecube,20.52,19.99,20.52,35.99,15.2,27.36,uplift_1.8x,APPLY
NCAA Football 2005 - PS2 Game,Playstation 2,8.13,7.99,8.13,13.99,6.022222222222222,10.84,uplift_1.8x,APPLY
NCAA Football 2006 - PS2 Game,Playstation 2,13.51,12.99,13.51,23.99,10.007407407407406,18.013333333333332,uplift_1.8x,APPLY
NCAA Football 2007 - PS2 Game,Playstation 2,10.37,9.99,10.37,17.99,7.68148148148148,13.826666666666664,uplift_1.8x,APPLY
NCAA GameBreaker '98 - PS1 Game,Playstation,7.62,6.99,7.62,12.99,5.644444444444444,10.16,uplift_1.8x,APPLY
NCAA GameBreaker 2000 - PS1 Game,Playstation,8.97,7.99,8.97,15.99,6.644444444444445,11.96,uplift_1.8x,APPLY
NCAA Gamebreaker 99 - PS1 Game,Playstation,7.79,6.99,7.79,13.99,5.77037037037037,10.386666666666665,uplift_1.8x,APPLY
NCAA March Madness 2000 - PS1 Game,Playstation,8.82,7.99,8.82,14.99,6.533333333333333,11.76,uplift_1.8x,APPLY
NCAA March Madness 98 - PS1 Game,Playstation,7.64,6.99,7.64,12.99,5.659259259259259,10.186666666666666,uplift_1.8x,APPLY
Need for Speed Prostreet - PS2 Game,Playstation 2,8.99,7.99,8.99,12.99,6.33,6.57,pc_search,APPLY
Neverland Card Battles - PSP Game,PSP,9.46,8.99,9.46,16.99,7.007407407407408,12.613333333333335,uplift_1.8x,APPLY
New Legends - Xbox Game,Xbox,6.99,5.99,6.99,10.99,4.73,4.97,pc_search,APPLY
New Play Control: Mario Power Tennis - Wii Game,Wii,17.99,16.99,17.99,21.99,12.97,13.23,pc_search,APPLY
NFL Blitz 2000 - Gameboy Color Game,Gameboy Color,8.16,7.99,8.16,13.99,6.044444444444444,10.88,uplift_1.8x,APPLY
NFL Blitz 2001 - PS1 Game,Playstation,16.38,15.99,16.38,28.99,12.133333333333331,21.839999999999996,uplift_1.8x,APPLY
NFL Blitz 2002 - Xbox Game,Xbox,13.83,12.99,13.83,23.99,10.244444444444444,18.439999999999998,uplift_1.8x,APPLY
NFL Blitz 2003 - Gamecube Game,Gamecube,20.71,19.99,20.71,36.99,15.34074074074074,27.613333333333333,uplift_1.8x,APPLY
NFL Blitz Pro - Gamecube Game,Gamecube,42.0,41.99,42.0,74.99,31.11111111111111,56.0,uplift_1.8x,APPLY
NFL Blitz Pro - PS2 Game,Playstation 2,13.34,12.99,13.34,23.99,9.881481481481481,17.786666666666665,uplift_1.8x,APPLY
NFL Football - NES Game,NES,8.12,7.99,8.12,13.99,6.014814814814814,10.826666666666666,uplift_1.8x,APPLY
NFL Football '94 Starring Joe Montana - Sega Genesis Game,Sega Genesis,4.54,3.99,4.54,7.99,3.3629629629629627,6.053333333333333,uplift_1.8x,APPLY
NFL Full Contact - PS1 Game,Playstation,8.91,7.99,8.91,15.99,6.6,11.879999999999999,uplift_1.8x,APPLY
NFL GameDay 2000 - PS1 Game,Playstation,5.91,4.99,5.91,9.99,4.377777777777777,7.879999999999999,uplift_1.8x,APPLY
NFL Gameday 2004 - PS2 Game,Playstation 2,8.57,7.99,8.57,14.99,6.348148148148148,11.426666666666668,uplift_1.8x,APPLY
NFL Head Coach - PS2 Game,Playstation 2,10.11,9.99,10.11,17.99,7.488888888888888,13.479999999999999,uplift_1.8x,APPLY
NFL Xtreme 2 - PS1 Game,Playstation,8.42,7.99,8.42,14.99,6.2370370370370365,11.226666666666667,uplift_1.8x,APPLY
NHL 2002 - GBA Game,Gameboy Advance,36.93,35.99,36.93,65.99,27.355555555555554,49.24,uplift_1.8x,APPLY
NHL 2K10 - PS2 Game,Playstation 2,12.05,11.99,12.05,20.99,8.925925925925926,16.066666666666666,uplift_1.8x,APPLY
NHL 94 - SNES Game,SNES,15.44,14.99,15.44,26.99,11.437037037037037,20.586666666666666,uplift_1.8x,APPLY
NHL 96 - Sega Genesis Game,Sega Genesis,5.95,4.99,5.95,9.99,4.407407407407407,7.933333333333334,uplift_1.8x,APPLY
NHL 97 - Sega Genesis Game,Sega Genesis,9.47,8.99,9.47,16.99,7.014814814814815,12.626666666666667,uplift_1.8x,APPLY
NHL FaceOff 2001 - PS2 Game,Playstation 2,7.51,6.99,7.51,12.99,5.562962962962962,10.013333333333332,uplift_1.8x,APPLY
NHL Hitz Pro - Gamecube Game,Gamecube,28.66,27.99,28.66,50.99,21.229629629629628,38.21333333333333,uplift_1.8x,APPLY
NHL Open Ice 2 on 2 Challenge - PS1 Game,Playstation,69.99,69.99,69.99,124.99,51.844444444444434,93.31999999999998,uplift_1.8x,APPLY
NHL Powerplay 96 - PS1 Game,Playstation,9.12,8.99,9.12,15.99,6.755555555555555,12.159999999999998,uplift_1.8x,APPLY
NHL Stanley Cup - SNES Game,SNES,5.86,4.99,5.86,9.99,4.340740740740741,7.813333333333334,uplift_1.8x,APPLY
"Ni Hao, Kai-lan: Super Game Day - PS2 Game",Playstation 2,7.54,6.99,7.54,12.99,5.585185185185185,10.053333333333333,uplift_1.8x,APPLY
Nicktoons Racing - Gameboy Color Game,Gameboy Color,8.18,7.99,8.18,13.99,6.0592592592592585,10.906666666666666,uplift_1.8x,APPLY
Nicktoons Unite - Gamecube Game,Gamecube,20.46,19.99,20.46,35.99,15.155555555555555,27.28,uplift_1.8x,APPLY
Nigel Mansell's World Championship Racing - Sega Genesis Game,Sega Genesis,6.82,5.99,6.82,11.99,5.051851851851851,9.093333333333332,uplift_1.8x,APPLY
Nightmare Creatures - Nintendo 64 Game,Nintendo 64,30.8,29.99,30.8,54.99,22.814814814814813,41.06666666666666,uplift_1.8x,APPLY
Nightshade - NES Game,NES,47.89,46.99,47.89,85.99,35.474074074074075,63.85333333333334,uplift_1.8x,APPLY
Ninja Crusaders - NES Game,NES,58.73,57.99,58.73,104.99,43.5037037037037,78.30666666666666,uplift_1.8x,APPLY
Ninja Gaiden 3: Razor's Edge - Wii U Game,Wii U,12.99,11.99,12.99,16.99,9.09,9.39,pc_search,APPLY
Ninja Gaiden II The Dark Sword of Chaos - NES Game,NES,21.2,20.99,21.2,37.99,15.703703703703702,28.266666666666666,uplift_1.8x,APPLY
Ninja Gaiden III Ancient Ship of Doom - NES Game,NES,144.64,143.99,144.64,259.99,107.14074074074072,192.8533333333333,uplift_1.8x,APPLY
Normy's Beach Babe-O-Rama - Sega Genesis Game,Sega Genesis,68.28,67.99,68.28,121.99,50.577777777777776,91.03999999999999,uplift_1.8x,APPLY
NRA Gun Club - PS2 Game,Playstation 2,7.92,6.99,7.92,13.99,5.866666666666666,10.559999999999999,uplift_1.8x,APPLY
NSYNC Get to the Show - Gameboy Color Game,Gameboy Color,4.35,3.99,4.35,6.99,3.222222222222222,5.8,uplift_1.8x,APPLY
Obscure The Aftermath - PS2 Game,Playstation 2,43.13,42.99,43.13,76.99,31.94814814814815,57.50666666666667,uplift_1.8x,APPLY
Omikron The Nomad Soul - Sega Dreamcast Game,Sega Dreamcast,50.42,49.99,50.42,89.99,37.34814814814815,67.22666666666667,uplift_1.8x,APPLY
One - PS1 Game,Playstation,20.99,20.99,20.99,36.99,15.548148148148146,27.98666666666666,uplift_1.8x,APPLY
One Piece Grand Adventure - Gamecube Game,Gamecube,51.52,50.99,51.52,91.99,38.162962962962965,68.69333333333334,uplift_1.8x,APPLY
Ooga Booga - Sega Dreamcast Game,Sega Dreamcast,27.98,26.99,27.98,49.99,20.725925925925925,37.306666666666665,uplift_1.8x,APPLY
ORB 3D - NES Game,NES,11.37,10.99,11.37,19.99,8.42222222222222,15.159999999999998,uplift_1.8x,APPLY
Oriental Blue [Homebrew] - GBA Game,Gameboy Advance,36.26,35.99,36.26,64.99,26.859259259259257,48.346666666666664,uplift_1.8x,APPLY
Othello - NES Game,NES,7.6,6.99,7.6,12.99,5.629629629629629,10.133333333333333,uplift_1.8x,APPLY
Out of Gas - Gameboy Game,Gameboy,33.19,32.99,33.19,58.99,24.585185185185182,44.25333333333333,uplift_1.8x,APPLY
Out of This World - SNES Game,SNES,23.3,22.99,23.3,40.99,17.25925925925926,31.066666666666666,uplift_1.8x,APPLY
Outlaw Golf: 9 More Holes of X-Mas - Xbox Game,Xbox,7.86,6.99,7.86,13.99,5.822222222222222,10.48,uplift_1.8x,APPLY
