product,console,variant,type,market_price,old_price,new_price,diff,profit,status
Batman Begins - Gamecube Game,Gamecube,complete (cib),cib,23.87,17.86,32.99,15.13,7.86,APPLIED
Batman Begins - GBA Game,Gameboy Advance,game only,loose,13.03,17.04,17.99,0.95,4.14,APPLIED
Batman Begins - GBA Game,Gameboy Advance,complete (cib),cib,27.50,17.04,37.99,20.95,9.09,APPLIED
Batman Begins - PS2 Game,Playstation 2,game only,loose,13.07,18.79,17.99,-0.80,4.10,APPLIED
Batman Begins - PS2 Game,Playstation 2,complete (cib),cib,20.00,18.79,27.99,9.20,6.88,APPLIED
Batman Beyond - Nintendo 64 Game,Nintendo 64,,,,,,,,NO_MATCH
Batman Beyond - PS1 Game,Playstation,game only,loose,7.00,21.89,9.99,-11.90,2.40,APPLIED
Batman Beyond - PS1 Game,Playstation,complete (cib),cib,9.81,21.89,13.99,-7.90,3.47,APPLIED
Batman Dark Tomorrow - Gamecube Game,Gamecube,game only,loose,28.93,27.05,39.99,12.94,9.60,APPLIED
Batman Dark Tomorrow - Gamecube Game,Gamecube,complete (cib),cib,45.96,27.05,62.99,35.94,14.90,APPLIED
Batman Dark Tomorrow - Xbox Game,Xbox,game only,loose,13.18,17.15,17.99,0.84,3.99,APPLIED
Batman Dark Tomorrow - Xbox Game,Xbox,complete (cib),cib,17.16,17.15,23.99,6.84,5.83,APPLIED
Batman Forever - Gameboy Game,Gameboy,game only,loose,15.00,16.65,20.99,4.34,5.08,APPLIED
Batman Forever - Gameboy Game,Gameboy,complete (cib),cib,77.25,16.65,104.99,88.34,24.40,APPLIED
Batman Forever - SNES Game,SNES,,,,,,,,NO_MATCH
Batman Gotham City Racer - PS1 Game,Playstation,game only,loose,17.48,27.11,23.99,-3.12,5.51,APPLIED
Batman Gotham City Racer - PS1 Game,Playstation,complete (cib),cib,38.73,27.11,52.99,25.88,12.42,APPLIED
Batman Returns - NES Game,NES,game only,loose,31.65,50.99,42.99,-8.00,9.79,APPLIED
Batman Returns - NES Game,NES,complete (cib),cib,135.19,36.48,182.99,146.51,42.19,APPLIED
Batman Returns - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Batman Returns - SNES Game,SNES,,,,,,,,NO_MATCH
Batman Revenge of the Joker - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Batman Rise of Sin Tzu - Gamecube Game,Gamecube,game only,loose,18.39,49.99,24.99,-25.00,5.58,APPLIED
Batman Rise of Sin Tzu - Gamecube Game,Gamecube,complete (cib),cib,34.88,49.99,47.99,-2.00,11.42,APPLIED
Batman Rise of Sin Tzu - GBA Game,Gameboy Advance,,,,,,,,NO_MATCH
Batman Rise of Sin Tzu - PS2 Game,Playstation 2,game only,loose,14.45,18.98,19.99,1.01,4.66,APPLIED
Batman Rise of Sin Tzu - PS2 Game,Playstation 2,complete (cib),cib,28.99,18.98,39.99,21.01,9.54,APPLIED
Batman the Video Game - Gameboy Game,Gameboy,game only,loose,64.99,28.00,87.99,59.99,20.15,APPLIED
Batman the Video Game - Gameboy Game,Gameboy,complete (cib),cib,459.78,28.00,620.99,592.99,142.90,APPLIED
Batman Vengeance - Gamecube Game,Gamecube,game only,loose,14.07,16.57,19.99,3.42,5.04,APPLIED
Batman Vengeance - Gamecube Game,Gamecube,complete (cib),cib,21.74,16.57,29.99,13.42,7.08,APPLIED
Batman Vengeance - GBA Game,Gameboy Advance,game only,loose,16.52,28.13,22.99,-5.14,5.50,APPLIED
Batman Vengeance - GBA Game,Gameboy Advance,complete (cib),cib,50.13,28.13,67.99,39.86,15.59,APPLIED
Batman Vengeance - PS2 Game,Playstation 2,complete (cib),cib,28.00,22.71,37.99,15.28,8.59,APPLIED
Batman: Return of the Joker - Gameboy Game,Gameboy,game only,loose,34.13,40.59,46.99,6.40,11.20,APPLIED
Batman: Return of the Joker - Gameboy Game,Gameboy,complete (cib),cib,227.57,40.59,307.99,267.40,71.19,APPLIED
Batman: The Animated Series - Gameboy Game,Gameboy,game only,loose,64.99,101.50,87.99,-13.51,20.15,APPLIED
Batman: The Animated Series - Gameboy Game,Gameboy,complete (cib),cib,459.78,101.50,620.99,519.49,142.90,APPLIED
Batman: The Brave and the Bold - Wii Game,Wii,game only,loose,10.12,12.44,13.99,1.55,3.16,APPLIED
Batman: The Brave and the Bold - Wii Game,Wii,complete (cib),cib,12.00,12.44,16.99,4.55,4.20,APPLIED
Battalion Wars - Gamecube Game,Gamecube,game only,loose,22.70,25.68,30.99,5.31,7.09,APPLIED
Battalion Wars - Gamecube Game,Gamecube,complete (cib),cib,28.26,25.68,38.99,13.31,9.30,APPLIED
Battalion Wars 2 - Wii Game,Wii,game only,loose,10.31,16.98,13.99,-2.99,2.97,APPLIED
Battalion Wars 2 - Wii Game,Wii,complete (cib),cib,10.60,16.98,14.99,-1.99,3.66,APPLIED
Battle Arena Toshinden - PS1 Game,Playstation,game only,loose,8.72,14.10,11.99,-2.11,2.62,APPLIED
Battle Arena Toshinden - PS1 Game,Playstation,complete (cib),cib,15.59,14.10,21.99,7.89,5.46,APPLIED
Battle Arena Toshinden 2 - PS1 Game,Playstation,game only,loose,7.95,18.07,10.99,-7.08,2.42,APPLIED
Battle Arena Toshinden 2 - PS1 Game,Playstation,complete (cib),cib,34.89,18.07,47.99,29.92,11.41,APPLIED
Battle Bull - Gameboy Game,Gameboy,,,,,,,,NO_MATCH
Battle Clash - SNES Game,SNES,,,,,,,,NO_MATCH
Battle Engine Aquila - PS2 Game,Playstation 2,complete (cib),cib,18.98,13.41,25.99,12.58,5.96,APPLIED
Battle Hunter - PS1 Game,Playstation,,,,,,,,NO_MATCH
Battle Master - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Battle of Giants: Dinosaurs Strike - Wii Game,Wii,,,,,,,,NO_MATCH
Battle of Olympus - NES Game,NES,game only,loose,18.40,22.84,24.99,2.15,5.57,APPLIED
Battle of Olympus - NES Game,NES,complete (cib),cib,45.00,22.84,60.99,38.15,13.92,APPLIED
Battle Rage - Wii Game,Wii,game only,loose,4.00,6.82,5.99,-0.83,1.52,APPLIED
Battle Squadron - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Battle Stations - PS1 Game,Playstation,game only,loose,6.83,13.99,9.99,-4.00,2.57,APPLIED
Battle Stations - Sega Saturn Game,Sega Saturn,complete (cib),cib,19.99,13.58,26.99,13.41,5.92,APPLIED
Battle Unit Zeoth - Gameboy Game,Gameboy,game only,loose,19.99,29.35,26.99,-2.36,5.92,APPLIED
Battle Unit Zeoth - Gameboy Game,Gameboy,complete (cib),cib,227.42,29.35,307.99,278.64,71.34,APPLIED
Battlefield 2 Modern Combat - PS2 Game,Playstation 2,game only,loose,8.17,10.93,11.99,1.06,3.17,APPLIED
Battlefield 2 Modern Combat - PS2 Game,Playstation 2,complete (cib),cib,10.28,10.93,13.99,3.06,3.00,APPLIED
Battleship - Gameboy Color Game,Gameboy Color,complete (cib),cib,16.99,12.37,22.99,10.62,5.03,APPLIED
Battlesport - PS1 Game,Playstation,game only,loose,13.73,16.09,18.99,2.90,4.41,APPLIED
Battlesport - PS1 Game,Playstation,complete (cib),cib,23.48,16.09,31.99,15.90,7.28,APPLIED
Battlestar Galactica - PS2 Game,Playstation 2,complete (cib),cib,11.47,15.11,15.99,0.88,3.76,APPLIED
Battletanx - Gameboy Color Game,Gameboy Color,complete (cib),cib,36.00,14.08,48.99,34.91,11.27,APPLIED
Battletanx - Nintendo 64 Game,Nintendo 64,game only,loose,21.52,16.99,29.99,13.00,7.30,APPLIED
Battletanx - Nintendo 64 Game,Nintendo 64,complete (cib),cib,51.46,24.64,69.99,45.35,16.20,APPLIED
Battletanx Global Assault - Nintendo 64 Game,Nintendo 64,game only,loose,30.70,33.42,41.99,8.57,9.77,APPLIED
Battletanx Global Assault - Nintendo 64 Game,Nintendo 64,complete (cib),cib,54.94,33.42,74.99,41.57,17.58,APPLIED
Battletech - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Battletoads - Gameboy Game,Gameboy,game only,loose,19.99,34.99,26.99,-8.00,5.92,APPLIED
Battletoads - Gameboy Game,Gameboy,complete (cib),cib,149.99,29.88,202.99,173.11,46.81,APPLIED
Battletoads - NES Game,NES,game only,loose,24.99,34.99,33.99,-1.00,7.71,APPLIED
Battletoads - NES Game,NES,complete (cib),cib,113.90,42.53,153.99,111.46,35.32,APPLIED
Battletoads - Sega Genesis Game,Sega Genesis,game only,loose,19.12,34.99,25.99,-9.00,5.82,APPLIED
Battletoads - Sega Genesis Game,Sega Genesis,complete (cib),cib,57.52,38.67,77.99,39.32,17.91,APPLIED
Battletoads and Double Dragon The Ultimate Team - NES Game,NES,,,,,,,,NO_MATCH
Battletoads and Double Dragon The Ultimate Team - SNES Game,SNES,,,,,,,,NO_MATCH
Battletoads In Battlemaniacs - SNES Game,SNES,,,,,,,,NO_MATCH
Battletoads in Ragnarok's World - Gameboy Game,Gameboy,game only,loose,33.24,36.64,44.99,8.35,10.15,APPLIED
Battletoads in Ragnarok's World - Gameboy Game,Gameboy,complete (cib),cib,149.99,36.64,202.99,166.35,46.81,APPLIED
Bear in the Big Blue House - PS1 Game,Playstation,game only,loose,13.85,12.79,18.99,6.20,4.29,APPLIED
Bear in the Big Blue House - PS1 Game,Playstation,complete (cib),cib,15.98,12.79,21.99,9.20,5.07,APPLIED
Beast Wars Transformers - PS1 Game,Playstation,game only,loose,14.96,30.82,20.99,-9.83,5.12,APPLIED
Beast Wars Transformers - PS1 Game,Playstation,complete (cib),cib,35.00,30.82,47.99,17.17,11.30,APPLIED
Beatmania - PS2 Game,Playstation 2,game only,loose,14.89,28.44,20.99,-7.45,5.19,APPLIED
Beatmania - PS2 Game,Playstation 2,complete (cib),cib,28.17,28.44,38.99,10.55,9.39,APPLIED
Beauty and the Beast A Board Game Adventure - Gameboy Color Game,Gameboy Color,complete (cib),cib,19.95,11.05,26.99,15.94,5.96,APPLIED
Beavis and Butthead - SNES Game,SNES,,,,,,,,NO_MATCH
Bee Movie Game - PS2 Game,Playstation 2,game only,loose,6.87,12.20,9.99,-2.21,2.53,APPLIED
Bee Movie Game - PS2 Game,Playstation 2,complete (cib),cib,8.05,12.20,10.99,-1.21,2.32,APPLIED
Bee Movie Game - Wii Game,Wii,complete (cib),cib,7.17,7.63,9.99,2.36,2.23,APPLIED
Beetle Adventure Racing - Nintendo 64 Game,Nintendo 64,game only,loose,30.37,27.91,41.99,14.08,10.10,APPLIED
Beetle Adventure Racing - Nintendo 64 Game,Nintendo 64,complete (cib),cib,78.54,27.91,106.99,79.08,25.05,APPLIED
Beetlejuice - Gameboy Game,Gameboy,,,,,,,,NO_MATCH
BeetleJuice - NES Game,NES,,,,,,,,NO_MATCH
Ben 10 Alien Force - PSP Game,PSP,complete (cib),cib,12.97,8.88,17.99,9.11,4.20,APPLIED
Ben 10 Alien Force - Wii Game,Wii,game only,loose,4.12,9.84,5.99,-3.85,1.40,APPLIED
Ben 10 Alien Force - Wii Game,Wii,complete (cib),cib,5.47,9.84,7.99,-1.85,1.99,APPLIED
Ben 10 Protector of Earth - PS2 Game,Playstation 2,game only,loose,8.62,14.17,11.99,-2.18,2.72,APPLIED
Ben 10 Protector of Earth - PS2 Game,Playstation 2,complete (cib),cib,12.76,14.17,17.99,3.82,4.41,APPLIED
Ben 10 Protector of Earth - PSP Game,PSP,game only,loose,9.99,14.91,13.99,-0.92,3.29,APPLIED
Ben 10 Protector of Earth - PSP Game,PSP,complete (cib),cib,13.79,14.91,18.99,4.08,4.35,APPLIED
Ben 10 Protector of Earth - Wii Game,Wii,complete (cib),cib,7.99,6.56,10.99,4.43,2.38,APPLIED
Ben 10: Alien Force: Vilgax Attacks - Wii Game,Wii,game only,loose,5.57,9.06,7.99,-1.07,1.89,APPLIED
Ben 10: Alien Force: Vilgax Attacks - Wii Game,Wii,complete (cib),cib,8.67,9.06,11.99,2.93,2.67,APPLIED
Ben 10: Omniverse - Wii Game,Wii,game only,loose,12.95,7.60,17.99,10.39,4.22,APPLIED
Ben 10: Omniverse - Wii Game,Wii,complete (cib),cib,12.95,7.60,17.99,10.39,4.22,APPLIED
Ben 10: Omniverse 2 - Wii Game,Wii,game only,loose,19.56,10.59,26.99,16.40,6.35,APPLIED
Ben 10: Omniverse 2 - Wii Game,Wii,complete (cib),cib,23.93,10.59,32.99,22.40,7.80,APPLIED
Ben 10: Ultimate Alien Cosmic Destruction - PS2 Game,Playstation 2,game only,loose,12.64,15.20,17.99,2.79,4.53,APPLIED
Ben 10: Ultimate Alien Cosmic Destruction - PS2 Game,Playstation 2,complete (cib),cib,16.50,15.20,22.99,7.79,5.52,APPLIED
Berenstain Bears and the Spooky Old Tree - GBA Game,Gameboy Advance,,,,,,,,NO_MATCH
Bermuda Triangle: Saving the Coral - Wii Game,Wii,,,,,,,,NO_MATCH
Beyblade Let It Rip - PS1 Game,Playstation,game only,loose,4.12,10.60,5.99,-4.61,1.40,APPLIED
Beyblade Let It Rip - PS1 Game,Playstation,complete (cib),cib,8.31,10.60,11.99,1.39,3.03,APPLIED
Beyblade V Force - Gamecube Game,Gamecube,game only,loose,10.00,8.46,13.99,5.53,3.28,APPLIED
Beyblade V Force - Gamecube Game,Gamecube,complete (cib),cib,14.99,8.46,20.99,12.53,5.09,APPLIED
Beyblade V Force - GBA Game,Gameboy Advance,,,,,,,,NO_MATCH
Beyblade: Metal Fusion Battle Fortress - Wii Game,Wii,,,,,,,,NO_MATCH
Beyond Good and Evil - Gamecube Game,Gamecube,game only,loose,39.55,77.50,53.99,-23.51,12.57,APPLIED
Beyond Good and Evil - Gamecube Game,Gamecube,complete (cib),cib,51.75,77.50,69.99,-7.51,15.91,APPLIED
Beyond Good and Evil - PS2 Game,Playstation 2,game only,loose,8.81,20.98,11.99,-8.99,2.53,APPLIED
Beyond Good and Evil - PS2 Game,Playstation 2,complete (cib),cib,16.86,20.98,22.99,2.01,5.16,APPLIED
Beyond Oasis - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Bible Adventures - NES Game,NES,game only,loose,16.80,19.99,22.99,3.00,5.22,APPLIED
Bible Adventures - NES Game,NES,complete (cib),cib,51.85,26.55,70.99,44.44,16.78,APPLIED
Big Air - PS1 Game,Playstation,complete (cib),cib,9.16,8.08,12.99,4.91,3.15,APPLIED
Big Bass Fishing - PS1 Game,Playstation,game only,loose,4.99,8.21,6.99,-1.22,1.50,APPLIED
Big Bass Fishing - PS1 Game,Playstation,complete (cib),cib,7.21,8.21,9.99,1.78,2.19,APPLIED
Big Beach Sports - Wii Game,Wii,game only,loose,2.42,6.87,3.99,-2.88,1.15,APPLIED
Big Beach Sports - Wii Game,Wii,complete (cib),cib,4.40,6.87,5.99,-0.88,1.12,APPLIED
Big Beach Sports 2 - Wii Game,Wii,complete (cib),cib,7.34,7.94,9.99,2.05,2.06,APPLIED
Big Brain Academy  - Wii Game Degree - Wii Game,Wii,game only,loose,3.42,7.67,4.99,-2.68,1.13,APPLIED
Big Brain Academy  - Wii Game Degree - Wii Game,Wii,complete (cib),cib,6.87,7.67,9.99,2.32,2.53,APPLIED
Big Buck Hunter Pro - Wii Game,Wii,game only,loose,13.38,17.00,18.99,1.99,4.76,APPLIED
Big Buck Hunter Pro - Wii Game,Wii,complete (cib),cib,26.90,17.00,36.99,19.99,8.72,APPLIED
Big League Sports: Summer - Wii Game,Wii,,,,,,,,NO_MATCH
Big Mountain 2000 - Nintendo 64 Game,Nintendo 64,,,,,,,,NO_MATCH
Big Mutha Truckers - Gamecube Game,Gamecube,game only,loose,12.19,15.78,16.99,1.21,4.01,APPLIED
Big Mutha Truckers - Gamecube Game,Gamecube,complete (cib),cib,16.68,15.78,22.99,7.21,5.34,APPLIED
Big Nose the Caveman - NES Game,NES,,,,,,,,NO_MATCH
Big Strike Bowling - PS1 Game,Playstation,game only,loose,5.28,7.20,7.99,0.79,2.18,APPLIED
Big Strike Bowling - PS1 Game,Playstation,complete (cib),cib,6.44,7.20,8.99,1.79,1.99,APPLIED
Bigfoot - NES Game,NES,game only,loose,8.81,12.67,11.99,-0.68,2.53,APPLIED
Bigfoot - NES Game,NES,complete (cib),cib,46.80,12.67,63.99,51.32,15.03,APPLIED
Bigfoot Collision Course - Wii Game,Wii,game only,loose,3.35,8.69,4.99,-3.70,1.20,APPLIED
Bigfoot Collision Course - Wii Game,Wii,complete (cib),cib,4.55,8.69,6.99,-1.70,1.94,APPLIED
Biggest Loser Challenge - Wii Game,Wii,complete (cib),cib,5.68,6.87,7.99,1.12,1.78,APPLIED
Biker Mice From Mars - PS2 Game,Playstation 2,game only,loose,21.90,25.63,29.99,4.36,6.92,APPLIED
Biker Mice From Mars - PS2 Game,Playstation 2,complete (cib),cib,26.08,25.63,35.99,10.36,8.57,APPLIED
Biker Mice From Mars - SNES Game,SNES,,,,,,,,NO_MATCH
Bill and Ted's Excellent Video Game - NES Game,NES,,,,,,,,NO_MATCH
Bill Walsh College Football - Sega Genesis Game,Sega Genesis,complete (cib),cib,8.84,5.52,11.99,6.47,2.50,APPLIED
Bill Walsh College Football 95 - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Billy Bobs Huntin-n-Fishin - Gameboy Color Game,Gameboy Color,complete (cib),cib,24.99,7.25,33.99,26.74,7.71,APPLIED
Billy Hatcher and the Giant Egg - Gamecube Game,Gamecube,complete (cib),cib,90.50,74.99,122.99,48.00,28.62,APPLIED
Billy The Wizard - Wii Game,Wii,game only,loose,2.22,5.17,3.99,-1.18,1.35,APPLIED
Billy The Wizard - Wii Game,Wii,complete (cib),cib,4.95,5.17,6.99,1.82,1.54,APPLIED
Bio-Hazard Battle - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Biofreaks - Nintendo 64 Game,Nintendo 64,complete (cib),cib,41.97,19.94,56.99,37.05,13.07,APPLIED
Biofreaks - PS1 Game,Playstation,game only,loose,7.55,15.37,10.99,-4.38,2.82,APPLIED
Biofreaks - PS1 Game,Playstation,complete (cib),cib,13.17,15.37,17.99,2.62,4.00,APPLIED
Bionic Commando - Gameboy Game,Gameboy,game only,loose,31.13,119.99,42.99,-77.00,10.31,APPLIED
Bionic Commando - Gameboy Game,Gameboy,complete (cib),cib,76.91,119.99,103.99,-16.00,23.76,APPLIED
Bionic Commando - NES Game,NES,game only,loose,13.85,17.39,18.99,1.60,4.29,APPLIED
Bionic Commando - NES Game,NES,complete (cib),cib,75.00,17.39,101.99,84.60,23.73,APPLIED
Bionic Commando Elite Forces - Gameboy Color Game,Gameboy Color,,,,,,,,NO_MATCH
Bionicle - Gamecube Game,Gamecube,game only,loose,12.22,8.53,16.99,8.46,3.98,APPLIED
Bionicle - Gamecube Game,Gamecube,complete (cib),cib,14.09,8.53,19.99,11.46,5.02,APPLIED
Bionicle - PS2 Game,Playstation 2,game only,loose,5.19,10.15,7.99,-2.16,2.27,APPLIED
Bionicle - PS2 Game,Playstation 2,complete (cib),cib,9.37,10.15,12.99,2.84,2.94,APPLIED
Bionicle Heroes - Gamecube Game,Gamecube,,,,,,,,NO_MATCH
Bionicle Heroes - GBA Game,Gameboy Advance,game only,loose,11.52,13.04,15.99,2.95,3.71,APPLIED
Bionicle Heroes - GBA Game,Gameboy Advance,complete (cib),cib,26.87,13.04,36.99,23.95,8.75,APPLIED
Bionicle Heroes - PS2 Game,Playstation 2,game only,loose,7.71,12.22,10.99,-1.23,2.66,APPLIED
Bionicle Heroes - PS2 Game,Playstation 2,complete (cib),cib,11.60,12.22,15.99,3.77,3.63,APPLIED
Bionicle Matoran Adventures - GBA Game,Gameboy Advance,complete (cib),cib,33.97,10.64,45.99,35.35,10.39,APPLIED
Bionicle Maze of Shadows - GBA Game,Gameboy Advance,game only,loose,8.49,14.43,11.99,-2.44,2.85,APPLIED
Bionicle Maze of Shadows - GBA Game,Gameboy Advance,complete (cib),cib,17.84,14.43,24.99,10.56,6.13,APPLIED
Bit.Trip Complete - Wii Game,Wii,game only,loose,29.99,85.00,40.99,-44.01,9.51,APPLIED
Bit.Trip Complete - Wii Game,Wii,complete (cib),cib,54.97,85.00,74.99,-10.01,17.55,APPLIED
Black - PS2 Game,Playstation 2,complete (cib),cib,18.31,16.15,24.99,8.84,5.66,APPLIED
Black - Xbox Game,Xbox,game only,loose,14.97,14.93,20.99,6.06,5.11,APPLIED
Black - Xbox Game,Xbox,complete (cib),cib,15.18,14.93,20.99,6.06,4.90,APPLIED
Black Bass - NES Game,NES,,,,,,,,NO_MATCH
Black Bass Lure Fishing - Gameboy Color Game,Gameboy Color,game only,loose,8.75,11.15,11.99,0.84,2.59,APPLIED
Black Bass Lure Fishing - Gameboy Color Game,Gameboy Color,complete (cib),cib,23.75,11.15,32.99,21.84,7.98,APPLIED
Black Belt - Sega Master System Game,Sega Master System,game only,loose,10.99,18.13,14.99,-3.14,3.27,APPLIED
Black Belt - Sega Master System Game,Sega Master System,complete (cib),cib,20.37,18.13,27.99,9.86,6.51,APPLIED
Black Eyed Peas Experience - Wii Game,Wii,game only,loose,3.61,6.14,4.99,-1.15,0.94,APPLIED
Black Eyed Peas Experience - Wii Game,Wii,complete (cib),cib,6.01,6.14,8.99,2.85,2.42,APPLIED
Black Hole Assault - Sega CD Game,Sega CD,complete (cib),cib,57.66,19.34,77.99,58.65,17.77,APPLIED
Blackthorne - GBA Game,Gameboy Advance,game only,loose,33.42,58.00,45.99,-12.01,10.94,APPLIED
Blackthorne - GBA Game,Gameboy Advance,complete (cib),cib,73.47,58.00,99.99,41.99,23.32,APPLIED
Blackthornes - SNES Game,SNES,,,,,,,,NO_MATCH
Blade - Gameboy Color Game,Gameboy Color,game only,loose,31.23,36.24,42.99,6.75,10.21,APPLIED
Blade - Gameboy Color Game,Gameboy Color,complete (cib),cib,233.29,36.24,314.99,278.75,72.27,APPLIED
Blade - PS1 Game,Playstation,game only,loose,30.35,39.88,40.99,1.11,9.15,APPLIED
Blade - PS1 Game,Playstation,complete (cib),cib,70.39,39.88,95.99,56.11,22.52,APPLIED
Blade Dancer Lineage of Light - PSP Game,PSP,game only,loose,11.35,21.20,15.99,-5.21,3.88,APPLIED
Blade II - PS2 Game,Playstation 2,game only,loose,18.16,19.13,24.99,5.86,5.81,APPLIED
Blade II - PS2 Game,Playstation 2,complete (cib),cib,32.42,19.13,43.99,24.86,9.99,APPLIED
Blade II - Xbox Game,Xbox,game only,loose,16.23,16.03,21.99,5.96,4.82,APPLIED
Blade II - Xbox Game,Xbox,complete (cib),cib,23.99,16.03,32.99,16.96,7.74,APPLIED
Blades of Steel - Gameboy Color Game,Gameboy Color,game only,loose,17.93,17.33,24.99,7.66,6.04,APPLIED
Blades of Steel - Gameboy Color Game,Gameboy Color,complete (cib),cib,145.47,17.33,196.99,179.66,45.51,APPLIED
Blades of Steel - NES Game,NES,game only,loose,9.39,8.50,12.99,4.49,2.92,APPLIED
Blades of Steel - NES Game,NES,complete (cib),cib,33.99,8.50,45.99,37.49,10.37,APPLIED
Blades of Steel [Classic Series] - NES Game,NES,,,,,,,,NO_MATCH
Blades of Thunder - GBA Game,Gameboy Advance,,,,,,,,NO_MATCH
Blades of Vengeance - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Blast Chamber - PS1 Game,Playstation,game only,loose,6.13,22.99,8.99,-14.00,2.30,APPLIED
Blast Chamber - PS1 Game,Playstation,complete (cib),cib,14.39,13.87,19.99,6.12,4.72,APPLIED
Blast Chamber - Sega Saturn Game,Sega Saturn,complete (cib),cib,25.69,19.20,34.99,15.79,7.99,APPLIED
Blast Corps - Nintendo 64 Game,Nintendo 64,game only,loose,20.99,24.80,28.99,4.19,6.86,APPLIED
Blast Corps - Nintendo 64 Game,Nintendo 64,complete (cib),cib,68.92,24.80,93.99,69.19,22.04,APPLIED
Blast Lacrosse - PS1 Game,Playstation,,,,,,,,NO_MATCH
Blast Radius - PS1 Game,Playstation,game only,loose,7.73,12.43,10.99,-1.44,2.64,APPLIED
Blast Radius - PS1 Game,Playstation,complete (cib),cib,12.62,12.43,17.99,5.56,4.55,APPLIED
Blast Works Build Trade Destroy - Wii Game,Wii,game only,loose,4.79,5.51,6.99,1.48,1.70,APPLIED
Blast Works Build Trade Destroy - Wii Game,Wii,complete (cib),cib,7.53,5.51,10.99,5.48,2.84,APPLIED
Blaster Master - NES Game,NES,game only,loose,11.62,15.08,15.99,0.91,3.61,APPLIED
Blaster Master - NES Game,NES,complete (cib),cib,47.49,15.08,64.99,49.91,15.32,APPLIED
Blaster Master Blasting Again - PS1 Game,Playstation,game only,loose,10.04,12.98,13.99,1.01,3.24,APPLIED
Blaster Master Blasting Again - PS1 Game,Playstation,complete (cib),cib,12.65,12.98,17.99,5.01,4.52,APPLIED
Blaster Master II - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Blasto - PS1 Game,Playstation,game only,loose,16.99,28.82,22.99,-5.83,5.03,APPLIED
Blasto - PS1 Game,Playstation,complete (cib),cib,35.31,28.82,47.99,19.17,10.99,APPLIED
BlazBlue: Continuum Shift II - PSP Game,PSP,game only,loose,14.88,26.38,20.99,-5.39,5.20,APPLIED
BlazBlue: Continuum Shift II - PSP Game,PSP,complete (cib),cib,18.31,26.38,24.99,-1.39,5.66,APPLIED
Blazing Dragons - PS1 Game,Playstation,game only,loose,14.00,24.99,18.99,-6.00,4.14,APPLIED
Blazing Dragons - PS1 Game,Playstation,complete (cib),cib,25.35,21.41,34.99,13.58,8.33,APPLIED
Blender Bros - GBA Game,Gameboy Advance,,,,,,,,NO_MATCH
Blinx 2 - Xbox Game,Xbox,game only,loose,18.30,31.15,24.99,-6.16,5.67,APPLIED
Blinx 2 - Xbox Game,Xbox,complete (cib),cib,21.99,31.15,29.99,-1.16,6.83,APPLIED
Blinx Time Sweeper - Xbox Game,Xbox,game only,loose,8.94,15.38,12.99,-2.39,3.37,APPLIED
Blinx Time Sweeper - Xbox Game,Xbox,complete (cib),cib,14.99,15.38,20.99,5.61,5.09,APPLIED
Blitz Overtime - PSP Game,PSP,,,,,,,,NO_MATCH
Blockids - PS1 Game,Playstation,game only,loose,14.99,30.40,20.99,-9.41,5.09,APPLIED
Blockids - PS1 Game,Playstation,complete (cib),cib,15.57,30.40,21.99,-8.41,5.48,APPLIED
Blokus Portable Steambot Championship - PSP Game,PSP,game only,loose,5.70,10.24,7.99,-2.25,1.76,APPLIED
Blokus Portable Steambot Championship - PSP Game,PSP,complete (cib),cib,8.49,10.24,11.99,1.75,2.85,APPLIED
Blood Omen 2 - PS2 Game,Playstation 2,game only,loose,12.29,27.74,16.99,-10.75,3.91,APPLIED
Blood Omen 2 - PS2 Game,Playstation 2,complete (cib),cib,18.47,27.74,24.99,-2.75,5.50,APPLIED
Blood Omen 2 - Xbox Game,Xbox,game only,loose,8.75,12.88,11.99,-0.89,2.59,APPLIED
Blood Omen 2 - Xbox Game,Xbox,complete (cib),cib,15.22,12.88,20.99,8.11,4.86,APPLIED
Blood Omen: Legacy of Kain - PS1 Game,Playstation,game only,loose,14.93,41.00,20.99,-20.01,5.15,APPLIED
Blood Omen: Legacy of Kain - PS1 Game,Playstation,complete (cib),cib,34.78,41.00,46.99,5.99,10.55,APPLIED
Blood Wake - Xbox Game,Xbox,game only,loose,5.56,10.62,7.99,-2.63,1.90,APPLIED
Blood Wake - Xbox Game,Xbox,complete (cib),cib,8.50,10.62,11.99,1.37,2.84,APPLIED
Bloodrayne - PS2 Game,Playstation 2,game only,loose,9.80,17.58,13.99,-3.59,3.48,APPLIED
Bloodrayne - PS2 Game,Playstation 2,complete (cib),cib,20.00,17.58,27.99,10.41,6.88,APPLIED
Bloodrayne - Xbox Game,Xbox,game only,loose,11.95,12.37,16.99,4.62,4.25,APPLIED
