product,console,variant,type,market_price,old_price,new_price,diff,profit,status
Archon - NES Game,NES,,,,,,,,NO_MATCH
Are You Smarter Than A 5th Grader? Make the Grade - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
Arena Football Road to Glory - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
Army Men - Gameboy Color Game,Gameboy Color,game only,loose,13.98,10.83,18.99,8.16,4.16,APPLIED
Army Men - Gameboy Color Game,Gameboy Color,complete (cib),cib,32.12,26.99,43.99,17.00,10.29,APPLIED
Army Men 2 - Gameboy Color Game,Gameboy Color,complete (cib),cib,20.00,26.99,27.99,1.00,6.88,APPLIED
Army Men World War Land Sea Air - PS1 Game,Playstation,,,,,,,,NO_MATCH
Art Alive - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Assassin's Creed: Bloodli - NES Game - PSP Game,PSP,complete (cib),cib,19.88,23.99,26.99,3.00,6.03,APPLIED
Assault Retribution - PS1 Game,Playstation,,,,,,,,NO_MATCH
Astro Boy: The Video Game - Wii Game,Wii,,,,,,,,NO_MATCH
Atomic Robo-Kid - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Axelay - SNES Game,SNES,,,,,,,,NO_MATCH
Baby Boomer - NES Game,NES,,,,,,,,NO_MATCH
Back to the Future II and III - NES Game,NES,,,,,,,,NO_MATCH
Backstreet Billiards - PS1 Game,Playstation,,,,,,,,NO_MATCH
Backyard Baseball '10 - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
Backyard Football 08 - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
Backyard Football 2006 - GBA Game,Gameboy Advance,,,,,,,,NO_MATCH
Backyard Football 2006 - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
Backyard Hockey - GBA Game,Gameboy Advance,,,,,,,,NO_MATCH
Bad Boys Miami Takedown - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
Bad News Baseball - NES Game,NES,,,,,,,,NO_MATCH
Bad Street Brawler - NES Game,NES,,,,,,,,NO_MATCH
Bandai Golf Challenge Pebble Beach - NES Game,NES,,,,,,,,NO_MATCH
Barbie Gotta Have Games - PS1 Game,Playstation,,,,,,,,NO_MATCH
Barbie Horse Adventures Wild Horse Rescue - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
Bard's Tale - Xbox Game,Xbox,game only,loose,6.60,10.19,8.99,-1.20,1.83,APPLIED
Bard's Tale - Xbox Game,Xbox,complete (cib),cib,10.00,12.99,13.99,1.00,3.28,APPLIED
Baseball Blast! - Wii Game,Wii,,,,,,,,NO_MATCH
Baseball Stars 2 - NES Game,NES,,,,,,,,NO_MATCH
Bases Loaded 2 Second Season - NES Game,NES,,,,,,,,NO_MATCH
Batman Beyond - Nintendo 64 Game,Nintendo 64,,,,,,,,NO_MATCH
Batman Forever - SNES Game,SNES,,,,,,,,NO_MATCH
Batman Returns - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Batman Revenge of the Joker - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Batman Rise of Sin Tzu - GBA Game,Gameboy Advance,,,,,,,,NO_MATCH
Batman Vengeance - PS2 Game,Playstation 2,game only,loose,16.00,22.71,21.99,-0.72,5.05,APPLIED
Battle Bull - Gameboy Game,Gameboy,,,,,,,,NO_MATCH
Battle Clash - SNES Game,SNES,,,,,,,,NO_MATCH
Battle Hunter - PS1 Game,Playstation,,,,,,,,NO_MATCH
Battle Master - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Battle of Giants: Dinosaurs Strike - Wii Game,Wii,,,,,,,,NO_MATCH
Battle Squadron - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Battlestar Galactica - PS2 Game,Playstation 2,game only,loose,12.16,15.11,16.99,1.88,4.04,APPLIED
Battlestar Galactica - PS2 Game,Playstation 2,complete (cib),cib,13.21,15.99,17.99,2.00,3.96,APPLIED
Battletech - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Bee Movie Game - Wii Game,Wii,game only,loose,4.99,7.63,6.99,-0.64,1.50,APPLIED
Bee Movie Game - Wii Game,Wii,complete (cib),cib,7.82,9.99,10.99,1.00,2.55,APPLIED
Beetlejuice - Gameboy Game,Gameboy,,,,,,,,NO_MATCH
BeetleJuice - NES Game,NES,,,,,,,,NO_MATCH
Ben 10 Alien Force - PSP Game,PSP,game only,loose,8.04,8.88,10.99,2.11,2.33,APPLIED
Ben 10 Alien Force - PSP Game,PSP,complete (cib),cib,11.52,17.99,15.99,-2.00,3.71,APPLIED
Berenstain Bears and the Spooky Old Tree - GBA Game,Gameboy Advance,,,,,,,,NO_MATCH
Bermuda Triangle: Saving the Coral - Wii Game,Wii,,,,,,,,NO_MATCH
Beyblade V Force - GBA Game,Gameboy Advance,,,,,,,,NO_MATCH
Beyblade: Metal Fusion Battle Fortress - Wii Game,Wii,,,,,,,,NO_MATCH
Beyond Oasis - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Big League Sports: Summer - Wii Game,Wii,,,,,,,,NO_MATCH
Big Mountain 2000 - Nintendo 64 Game,Nintendo 64,,,,,,,,NO_MATCH
Big Nose the Caveman - NES Game,NES,,,,,,,,NO_MATCH
Biker Mice From Mars - SNES Game,SNES,,,,,,,,NO_MATCH
Bill and Ted's Excellent Video Game - NES Game,NES,,,,,,,,NO_MATCH
Bill Walsh College Football 95 - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Billy Hatcher and the Giant Egg - Gamecube Game,Gamecube,complete (cib),cib,98.50,122.99,132.99,10.00,30.33,APPLIED
Bio-Hazard Battle - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Biofreaks - Nintendo 64 Game,Nintendo 64,game only,loose,13.85,19.94,18.99,-0.95,4.29,APPLIED
Bionicle Heroes - Gamecube Game,Gamecube,,,,,,,,NO_MATCH
Black - PS2 Game,Playstation 2,complete (cib),cib,15.00,24.99,20.99,-4.00,5.08,APPLIED
Black - Xbox Game,Xbox,,,,,,,,NO_MATCH
Black Bass - NES Game,NES,,,,,,,,NO_MATCH
Blackthornes - SNES Game,SNES,,,,,,,,NO_MATCH
Blades of Steel [Classic Series] - NES Game,NES,,,,,,,,NO_MATCH
Blades of Thunder - GBA Game,Gameboy Advance,,,,,,,,NO_MATCH
Blades of Vengeance - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Blast Lacrosse - PS1 Game,Playstation,,,,,,,,NO_MATCH
Blaster Master II - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Blender Bros - GBA Game,Gameboy Advance,,,,,,,,NO_MATCH
Blitz Overtime - PSP Game,PSP,,,,,,,,NO_MATCH
Blowout - Gamecube Game,Gamecube,,,,,,,,NO_MATCH
BMX Trick Racer - GBA Game,Gameboy Advance,,,,,,,,NO_MATCH
Bogey Dead 6 - PS1 Game,Playstation,,,,,,,,NO_MATCH
Bomberman - NES Game,NES,complete (cib),cib,99.95,123.99,134.99,11.00,30.83,APPLIED
Bomberman - PSP Game,PSP,complete (cib),cib,19.24,26.99,25.99,-1.00,5.70,APPLIED
Bomberman Party Edition - PS1 Game,Playstation,,,,,,,,NO_MATCH
Bonkers - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Boogerman A Pick and Flick Adventure - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Bookworm - GBA Game,Gameboy Advance,,,,,,,,NO_MATCH
Boombots - PS1 Game,Playstation,,,,,,,,NO_MATCH
BRAHMA Force the Assault on Beltlogger 9 - PS1 Game,Playstation,,,,,,,,NO_MATCH
Brain Lord - SNES Game,SNES,,,,,,,,NO_MATCH
Bratz Forever Diamondz - GBA Game,Gameboy Advance,complete (cib),cib,14.99,18.99,20.99,2.00,5.09,APPLIED
Bratz: The Movie - GBA Game,Gameboy Advance,,,,,,,,NO_MATCH
Brave Fencer Musashi - PS1 Game,Playstation,,,,,,,,NO_MATCH
Brave Story New Traveler - PSP Game,PSP,,,,,,,,NO_MATCH
Breath of Fire - SNES Game,SNES,,,,,,,,NO_MATCH
Breath of Fire 3 - PSP Game,PSP,,,,,,,,NO_MATCH
Breath of Fire II - SNES Game,SNES,,,,,,,,NO_MATCH
Breeders' Cup World Thoroughbred Championships - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
Breeders' Cup World Thoroughbred Championships - Xbox Game,Xbox,,,,,,,,NO_MATCH
Brigandine: The Legend of Forsena - PS1 Game,Playstation,,,,,,,,NO_MATCH
Britney's Dance Beat - PS2 Game,Playstation 2,game only,loose,7.48,12.08,10.99,-1.09,2.89,APPLIED
Brunswick Pro Bowling - PS2 Game,Playstation 2,game only,loose,3.95,5.28,5.99,0.71,1.57,APPLIED
Bubble and Squeak - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Bubsy II - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Buck Rogers Countdown to Doomsday - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Budokan: The Martial Spirit - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Buffy the Vampire Slayer - Xbox Game,Xbox,game only,loose,22.08,25.95,29.99,4.04,6.74,APPLIED
Buffy the Vampire Slayer - Xbox Game,Xbox,complete (cib),cib,26.65,36.99,35.99,-1.00,8.00,APPLIED
Bug Riders - PS1 Game,Playstation,,,,,,,,NO_MATCH
Bugs Bunny Rabbit Rampage - SNES Game,SNES,,,,,,,,NO_MATCH
Build 'N Race - Wii Game,Wii,,,,,,,,NO_MATCH
Bujingai The Forsaken City - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
Bump 'n' Jump - NES Game,NES,,,,,,,,NO_MATCH
Burning Force - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Burnout 2 Point of Impact - Gamecube Game,Gamecube,game only,loose,23.92,32.22,32.99,0.77,7.81,APPLIED
Burnout 2 Point of Impact - Gamecube Game,Gamecube,complete (cib),cib,31.99,42.99,43.99,1.00,10.42,APPLIED
Burnout 3 Takedown - Xbox Game,Xbox,complete (cib),cib,15.45,24.99,20.99,-4.00,4.63,APPLIED
Bushido Blade - PS1 Game,Playstation,game only,loose,20.43,31.39,27.99,-3.40,6.45,APPLIED
Bust-A-Move 3000 - Gamecube Game,Gamecube,,,,,,,,NO_MATCH
Bust-A-Move 99 - Nintendo 64 Game,Nintendo 64,,,,,,,,NO_MATCH
Buzz! Master Quiz - PSP Game,PSP,complete (cib),cib,3.66,5.99,4.99,-1.00,0.89,APPLIED
Cabal - NES Game,NES,,,,,,,,NO_MATCH
Cabela's Alaskan Adventures - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
Cabela's Big Game Hunter 2005 Adventures - Gamecube Game,Gamecube,,,,,,,,NO_MATCH
Cabela's Deer Hunt 2005 - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
Cabela's Legendary Adventures - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
Cabela's Legendary Adventures - PSP Game,PSP,,,,,,,,NO_MATCH
Cabela's Monster Bass - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
Cabela's Trophy Bucks - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
Caesar's Palace 2000 - PS1 Game,Playstation,complete (cib),cib,5.15,9.99,6.99,-3.00,1.34,APPLIED
Cake Mania Baker's Challenge - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
Caliber 50 - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
California Games - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
California Speed - Nintendo 64 Game,Nintendo 64,,,,,,,,NO_MATCH
Call of Duty World at War - Wii Game,Wii,complete (cib),cib,6.20,10.99,8.99,-2.00,2.23,APPLIED
Canada Hunt - Wii Game,Wii,,,,,,,,NO_MATCH
Captain Comic - NES Game,NES,,,,,,,,NO_MATCH
CART World Series - PS1 Game,Playstation,,,,,,,,NO_MATCH
Casper - PS1 Game,Playstation,complete (cib),cib,11.11,16.99,15.99,-1.00,4.12,APPLIED
Castle of Shikigami III - Wii Game,Wii,,,,,,,,NO_MATCH
Castlequest - NES Game,NES,,,,,,,,NO_MATCH
Centipede: Infestation - Wii Game,Wii,,,,,,,,NO_MATCH
Champions World Class Soccer - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Championship Bowling - NES Game,NES,,,,,,,,NO_MATCH
Championship Foosball - Wii Game,Wii,,,,,,,,NO_MATCH
Charlie's Angels - Gamecube Game,Gamecube,complete (cib),cib,15.54,21.99,20.99,-1.00,4.54,APPLIED
Chicken Little Ace In Action - PS2 Game,Playstation 2,game only,loose,7.83,9.52,10.99,1.47,2.54,APPLIED
Chicken Little Ace In Action - PS2 Game,Playstation 2,complete (cib),cib,9.29,11.99,12.99,1.00,3.02,APPLIED
Chiller - NES Game,NES,,,,,,,,NO_MATCH
Circus Caper - NES Game,NES,,,,,,,,NO_MATCH
Clash at Demonhead - NES Game,NES,,,,,,,,NO_MATCH
ClayFighter - SNES Game,SNES,,,,,,,,NO_MATCH
ClayFighter 2 Judgment Clay - SNES Game,SNES,,,,,,,,NO_MATCH
Cleopatra's Fortune - PS1 Game,Playstation,,,,,,,,NO_MATCH
Coach K College Basketball - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Cobra Command - NES Game,NES,,,,,,,,NO_MATCH
Code Lyoko Quest for Infinity - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
Code Name Viper - NES Game,NES,,,,,,,,NO_MATCH
College Football USA 96 - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
College Football's National Championship II - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
College Hoops 2K7 - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
College Hoops 2K8 - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
College Slam - Gameboy Game,Gameboy,,,,,,,,NO_MATCH
College Slam - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Combat Elite W - Wii Game Paratroopers - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
Comix Zone - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Conan the Mysteries of Time - NES Game,NES,,,,,,,,NO_MATCH
Conflict Desert Storm - Gamecube Game,Gamecube,game only,loose,13.99,17.69,18.99,1.30,4.15,APPLIED
Conflict Desert Storm - Gamecube Game,Gamecube,complete (cib),cib,16.01,23.99,21.99,-2.00,5.04,APPLIED
Conquest of the Crystal Palace - NES Game,NES,,,,,,,,NO_MATCH
Contra Adventure - PS1 Game,Playstation,,,,,,,,NO_MATCH
Contra Legacy of War - Sega Saturn Game,Sega Saturn,,,,,,,,NO_MATCH
Cool Boarders 2001 - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
Cosmo Tank - Gameboy Game,Gameboy,,,,,,,,NO_MATCH
Crash 'n' the Boys: Street Challenge - NES Game,NES,,,,,,,,NO_MATCH
Crash Nitro Kart - PS2 Game,Playstation 2,game only,loose,7.98,14.08,10.99,-3.09,2.39,APPLIED
Crash Nitro Kart - PS2 Game,Playstation 2,complete (cib),cib,10.74,15.99,14.99,-1.00,3.52,APPLIED
Crayola Colorful Journey - Wii Game,Wii,,,,,,,,NO_MATCH
Crazy Frog Arcade Racer - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
Crimson Gem Saga - PSP Game,PSP,,,,,,,,NO_MATCH
Crouching Tiger Hidden Dragon - Xbox Game,Xbox,complete (cib),cib,7.33,11.99,9.99,-2.00,2.07,APPLIED
Cruis'n Exotica - Gameboy Color Game,Gameboy Color,,,,,,,,NO_MATCH
Cruis'n Exotica - Nintendo 64 Game,Nintendo 64,,,,,,,,NO_MATCH
Cruis'n Velocity - GBA Game,Gameboy Advance,,,,,,,,NO_MATCH
Cruise Ship Vacation Games - Wii Game,Wii,,,,,,,,NO_MATCH
Crushed Baseball - GBA Game,Gameboy Advance,,,,,,,,NO_MATCH
Crystal Quest - Gameboy Game,Gameboy,,,,,,,,NO_MATCH
Crystal's Pony Tale - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Crystalis - Gameboy Color Game,Gameboy Color,,,,,,,,NO_MATCH
Crystalis - NES Game,NES,,,,,,,,NO_MATCH
Curious George - Gamecube Game,Gamecube,,,,,,,,NO_MATCH
Cutthroat Island - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Cybernator - SNES Game,SNES,,,,,,,,NO_MATCH
Cyberstadium Series Base Wars - NES Game,NES,,,,,,,,NO_MATCH
Cyborg Justice - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Daffy Duck Marvin Missions - SNES Game,SNES,,,,,,,,NO_MATCH
Daisy Fuentes Pilates - Wii Game,Wii,,,,,,,,NO_MATCH
Dance Dance Revolution - PS1 Game,Playstation,game only,loose,4.30,15.18,5.99,-9.19,1.22,APPLIED
Dance Dance Revolution - PS1 Game,Playstation,complete (cib),cib,6.45,10.99,8.99,-2.00,1.98,APPLIED
Dance UKPAL  - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
Darius Twin - SNES Game,SNES,,,,,,,,NO_MATCH
Dark Arena - GBA Game,Gameboy Advance,,,,,,,,NO_MATCH
Dash Galaxy in the Alien Asylum - NES Game,NES,,,,,,,,NO_MATCH
Dashin' Desperadoes - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
David Crane's Amazing Tennis - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Davis Cup Tennis - GBA Game,Gameboy Advance,,,,,,,,NO_MATCH
Day Dreamin' Davey - NES Game,NES,,,,,,,,NO_MATCH
De Blob 2 - Wii Game,Wii,game only,loose,6.50,10.15,8.99,-1.16,1.93,APPLIED
De Blob 2 - Wii Game,Wii,complete (cib),cib,7.20,10.99,9.99,-1.00,2.20,APPLIED
Dead in the Water - PS1 Game,Playstation,,,,,,,,NO_MATCH
Death Duel - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Death Race - NES Game,NES,,,,,,,,NO_MATCH
Deca Sports - Wii Game,Wii,game only,loose,5.60,8.94,7.99,-0.95,1.86,APPLIED
Deca Sports - Wii Game,Wii,complete (cib),cib,8.52,10.99,11.99,1.00,2.82,APPLIED
Deca Sports 2 - Wii Game,Wii,game only,loose,7.70,10.12,10.99,0.87,2.67,APPLIED
Deca Sports 2 - Wii Game,Wii,complete (cib),cib,9.99,10.99,13.99,3.00,3.29,APPLIED
Deca Sports 3 - Wii Game,Wii,,,,,,,,NO_MATCH
Decap Attack - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Deception III Dark Delusion - PS1 Game,Playstation,,,,,,,,NO_MATCH
Deer Drive - Wii Game,Wii,complete (cib),cib,7.78,9.99,10.99,1.00,2.59,APPLIED
Deer Drive Legends - Wii Game,Wii,,,,,,,,NO_MATCH
Deer Hunter - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
Demon Sword - NES Game,NES,,,,,,,,NO_MATCH
Desert Commander - NES Game,NES,,,,,,,,NO_MATCH
Desert Demolition - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Desert Strike Advance - GBA Game,Gameboy Advance,,,,,,,,NO_MATCH
Desert Strike Return to the Gulf - SNES Game,SNES,,,,,,,,NO_MATCH
Despicable Me - Wii Game,Wii,complete (cib),cib,11.24,14.99,15.99,1.00,3.99,APPLIED
Destiny of an Emperor - NES Game,NES,,,,,,,,NO_MATCH
Destroy All Humans Big Willy Unleashed - Wii Game,Wii,complete (cib),cib,9.14,11.99,12.99,1.00,3.17,APPLIED
Destruction Derby - PS1 Game,Playstation,game only,loose,8.64,13.78,11.99,-1.79,2.70,APPLIED
Destruction Derby - PS1 Game,Playstation,complete (cib),cib,17.30,34.99,23.99,-11.00,5.69,APPLIED
DICE DNA Integrated Cybernetic - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
Dick Tracy - Gameboy Game,Gameboy,,,,,,,,NO_MATCH
Dick Tracy - NES Game,NES,,,,,,,,NO_MATCH
Dick Tracy - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Dick Vitale's Awesome Baby College Hoops - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Dirty Harry - NES Game,NES,,,,,,,,NO_MATCH
DiscWorld II Mortality Bytes - PS1 Game,Playstation,,,,,,,,NO_MATCH
Disgaea Infinite - PSP Game,PSP,,,,,,,,NO_MATCH
Disney Channel All Star Party - Wii Game,Wii,game only,loose,4.99,7.72,6.99,-0.73,1.50,APPLIED
Disney Channel All Star Party - Wii Game,Wii,complete (cib),cib,5.40,8.99,7.99,-1.00,2.06,APPLIED
Diva Girls: Divas On Ice - Wii Game,Wii,,,,,,,,NO_MATCH
Diva Starz Mall Mania - Gameboy Color Game,Gameboy Color,,,,,,,,NO_MATCH
DJ Boy - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Donald Duck AdvancePAL  - GBA Game,Gameboy Advance,,,,,,,,NO_MATCH
Donald Duck Going Quackers - Gamecube Game,Gamecube,,,,,,,,NO_MATCH
Donald Duck Going Quackers - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
Donkey Kong Barrel Blast - Wii Game,Wii,,,,,,,,NO_MATCH
Donkey Kong Classic  - NES Game Series - GBA Game,Gameboy Advance,game only,loose,16.23,21.32,21.99,0.67,4.82,APPLIED
Donkey Kong Classic  - NES Game Series - GBA Game,Gameboy Advance,complete (cib),cib,50.00,72.99,67.99,-5.00,15.72,APPLIED
Donkey Kong Country 2 - SNES Game,SNES,,,,,,,,NO_MATCH
Donkey Kong Country 3 - SNES Game,SNES,,,,,,,,NO_MATCH
Donkey Kong Country: Tropical Freeze - Wii U Game,Wii U,game only,loose,11.33,15.28,15.99,0.71,3.90,APPLIED
Donkey Kong Country: Tropical Freeze - Wii U Game,Wii U,complete (cib),cib,13.00,16.99,17.99,1.00,4.17,APPLIED
Donkey Konga (Game only) - Gamecube Game,Gamecube,,,,,,,,NO_MATCH
Donkey Konga 2 - Gamecube Game,Gamecube,complete (cib),cib,26.49,31.99,35.99,4.00,8.16,APPLIED
Doom - SNES Game,SNES,,,,,,,,NO_MATCH
Doom 3: Resurrection of Evil - Xbox Game,Xbox,complete (cib),cib,13.46,17.99,18.99,1.00,4.68,APPLIED
Doom Troopers - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Dora the Explorer Super Spies - GBA Game,Gameboy Advance,,,,,,,,NO_MATCH
Double Dragon III The Arcade Game - Gameboy Game,Gameboy,,,,,,,,NO_MATCH
Double Dragon III The Arcade Game - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Double Dragon V The Shadow Falls - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Double Dragon V The Shadow Falls - SNES Game,SNES,,,,,,,,NO_MATCH
Double Dribble - NES Game,NES,game only,loose,6.99,9.41,9.99,0.58,2.41,APPLIED
Double Dribble - NES Game,NES,complete (cib),cib,19.82,35.99,26.99,-9.00,6.09,APPLIED
Dr Chaos - NES Game,NES,,,,,,,,NO_MATCH
Dr Robotnik's Mean Bean Machine - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Dr. Franken - Gameboy Game,Gameboy,game only,loose,14.99,21.74,20.99,-0.75,5.09,APPLIED
Dr. Franken - Gameboy Game,Gameboy,complete (cib),cib,81.00,108.99,109.99,1.00,25.50,APPLIED
Dr. Mario 64 - Nintendo 64 Game,Nintendo 64,,,,,,,,NO_MATCH
Dragon Ball Z Buu's Fury / GT Transformation - GBA Game,Gameboy Advance,,,,,,,,NO_MATCH
Dragon Ball Z Sagas - Gamecube Game,Gamecube,,,,,,,,NO_MATCH
Dragon Ball Z Sagas - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
Dragon Ball Z Shin Budokai: Another Road - PSP Game,PSP,,,,,,,,NO_MATCH
Dragon Quest Swords The Masked Queen and the Tower of Mirrors - Wii Game,Wii,,,,,,,,NO_MATCH
Dragon Spirit - NES Game,NES,,,,,,,,NO_MATCH
Dragon Tales Dragon Adventures - Gameboy Color Game,Gameboy Color,,,,,,,,NO_MATCH
Dragon Tales Dragon Adventures - GBA Game,Gameboy Advance,,,,,,,,NO_MATCH
Dragon Warrior 7 - PS1 Game,Playstation,,,,,,,,NO_MATCH
Dragon Warrior II - NES Game,NES,,,,,,,,NO_MATCH
Dragon: The Bruce Lee Story - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Dragoneer's Aria - PSP Game,PSP,game only,loose,12.01,18.96,16.99,-1.97,4.19,APPLIED
Dragoneer's Aria - PSP Game,PSP,complete (cib),cib,19.50,29.99,26.99,-3.00,6.41,APPLIED
Drake and Josh - GBA Game,Gameboy Advance,,,,,,,,NO_MATCH
Drakkhen - SNES Game,SNES,,,,,,,,NO_MATCH
Driven - Gamecube Game,Gamecube,complete (cib),cib,8.96,11.99,12.99,1.00,3.35,APPLIED
DT Carnage - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
DT Carnage - PSP Game,PSP,,,,,,,,NO_MATCH
Dual Blades - GBA Game,Gameboy Advance,,,,,,,,NO_MATCH
Ducati World Racing Challenge - PS1 Game,Playstation,,,,,,,,NO_MATCH
Dune The Battle for Arrakis - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Dungeon Explorer Warriors of Ancient Arts - PSP Game,PSP,,,,,,,,NO_MATCH
Dungeon Magic - NES Game,NES,,,,,,,,NO_MATCH
Dynamite Duke - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
