product,console,variant,type,market_price,old_price,new_price,diff,profit,status
Lufia Ruins of Lore - GBA Game,Gameboy Advance,,,,,,,,NO_MATCH
M.C. Kids - NES Game,NES,,,,,,,,NO_MATCH
Mad Dog II Lost Gold - Sega CD Game,Sega CD,,,,,,,,NO_MATCH
Mad Dog McCree - Sega CD Game,Sega CD,,,,,,,,NO_MATCH
Mad Max - NES Game,NES,,,,,,,,NO_MATCH
Madagascar - GBA Game,Gameboy Advance,game only,loose,4.83,8.69,6.99,-1.70,1.66,APPLIED
Madden 2001 - Gameboy Color Game,Gameboy Color,,,,,,,,NO_MATCH
Madden 2002 - Gameboy Color Game,Gameboy Color,,,,,,,,NO_MATCH
Madden 2002 - Gamecube Game,Gamecube,,,,,,,,NO_MATCH
Madden 2004 - GBA Game,Gameboy Advance,,,,,,,,NO_MATCH
Madden 2004 - PS2 Game,Playstation 2,complete (cib),cib,8.21,12.99,11.99,-1.00,3.13,APPLIED
Madden 2007 - Gamecube Game,Gamecube,,,,,,,,NO_MATCH
Madden 2008 - Gamecube Game,Gamecube,,,,,,,,NO_MATCH
Madden 97 - Gameboy Game,Gameboy,,,,,,,,NO_MATCH
Madden NFL '95 - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Madden NFL 10 - PSP Game,PSP,,,,,,,,NO_MATCH
Madden NFL 12 - PSP Game,PSP,,,,,,,,NO_MATCH
Magi-Nation - Gameboy Color Game,Gameboy Color,,,,,,,,NO_MATCH
Magic Pengel The Quest For Color - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
Magical Quest starring Mickey Mouse - SNES Game,SNES,,,,,,,,NO_MATCH
Magician - NES Game,NES,,,,,,,,NO_MATCH
Magmax - NES Game,NES,,,,,,,,NO_MATCH
Major League Baseball 2K10 - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
Major League Baseball 2K10 - PSP Game,PSP,,,,,,,,NO_MATCH
Major League Baseball 2K11 - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
Major League Baseball 2K11 - PSP Game,PSP,,,,,,,,NO_MATCH
Major League Baseball 2K6 - PSP Game,PSP,,,,,,,,NO_MATCH
Major League Baseball 2K7 - GBA Game,Gameboy Advance,,,,,,,,NO_MATCH
Major League Baseball 2K7 - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
Major League Baseball 2K7 - PSP Game,PSP,,,,,,,,NO_MATCH
Major League Baseball 2K8 - PSP Game,PSP,,,,,,,,NO_MATCH
Major League Baseball 2K9 - PSP Game,PSP,,,,,,,,NO_MATCH
Mappy-Land - NES Game,NES,,,,,,,,NO_MATCH
Marble Madness - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Mario is Missing - SNES Game,SNES,,,,,,,,NO_MATCH
Mario Paint - SNES Game,SNES,,,,,,,,NO_MATCH
Mario Power TennisPAL  - GBA Game,Gameboy Advance,,,,,,,,NO_MATCH
Marsupilami - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Master of Monsters - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Maui Mallard in Cold Shadow - Gameboy Game,Gameboy,,,,,,,,NO_MATCH
Maui Mallard in Cold Shadow - SNES Game,SNES,,,,,,,,NO_MATCH
Max Payne - PS2 Game,Playstation 2,game only,loose,8.81,13.19,11.99,-1.20,2.53,APPLIED
Max Payne - PS2 Game,Playstation 2,complete (cib),cib,12.98,14.99,17.99,3.00,4.19,APPLIED
Max Steel Covert Missions - Sega Dreamcast Game,Sega Dreamcast,,,,,,,,NO_MATCH
Maximum Force Pull the Trigger - PS1 Game,Playstation,,,,,,,,NO_MATCH
Mazes of Fate - GBA Game,Gameboy Advance,,,,,,,,NO_MATCH
McDonald's Treasureland Adventure - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Mechanized Attack - NES Game,NES,,,,,,,,NO_MATCH
Medal of Honor Underground - PS1 Game,Playstation,game only,loose,9.99,12.84,13.99,1.15,3.29,APPLIED
Medal of Honor Underground - PS1 Game,Playstation,complete (cib),cib,17.31,22.99,23.99,1.00,5.68,APPLIED
Mega Bomberman - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Mega Man 64 - Nintendo 64 Game,Nintendo 64,,,,,,,,NO_MATCH
Mega Man Anniversary Collection - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
Mega Man Soccer - SNES Game,SNES,,,,,,,,NO_MATCH
Mega Man X Collection - Gamecube Game,Gamecube,,,,,,,,NO_MATCH
MegaRace - Sega CD Game,Sega CD,,,,,,,,NO_MATCH
Mendel Palace - NES Game,NES,,,,,,,,NO_MATCH
Metal Arms Glitch in the System - PS2 Game,Playstation 2,complete (cib),cib,17.51,22.99,23.99,1.00,5.48,APPLIED
Metal Gear Solid 2 - PS2 Game,Playstation 2,game only,loose,7.58,13.07,10.99,-2.08,2.79,APPLIED
Metal Gear Solid 3 Snake Eater - PS2 Game,Playstation 2,game only,loose,10.52,16.42,14.99,-1.43,3.74,APPLIED
Metal Gear Solid 3 Snake Eater - PS2 Game,Playstation 2,complete (cib),cib,16.02,18.99,21.99,3.00,5.03,APPLIED
Metal Gear Solid Essential Collection - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
Metal Mech - NES Game,NES,,,,,,,,NO_MATCH
Metal Slug - Sega Saturn Game,Sega Saturn,,,,,,,,NO_MATCH
Metal Slug Advance - GBA Game,Gameboy Advance,complete (cib),cib,225.12,302.99,303.99,1.00,69.75,APPLIED
Michael Jordan Chaos in the Windy City - SNES Game,SNES,,,,,,,,NO_MATCH
Mickey Mania - SNES Game,SNES,,,,,,,,NO_MATCH
Micro Machi - NES Game V4 - PSP Game,PSP,,,,,,,,NO_MATCH
Midnight Resistance - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Midway Arcade Treasures 3 - Gamecube Game,Gamecube,,,,,,,,NO_MATCH
Mighty Beanz Pocket Puzzles - GBA Game,Gameboy Advance,,,,,,,,NO_MATCH
Mighty Morphin Power Rangers - SNES Game,SNES,,,,,,,,NO_MATCH
Mike Tyson's Punch-Out - NES Game,NES,complete (cib),cib,194.95,230.99,263.99,33.00,61.08,APPLIED
Millipede - NES Game,NES,,,,,,,,NO_MATCH
Milon's Secret Castle - NES Game,NES,,,,,,,,NO_MATCH
Miner 2049er - Gameboy Game,Gameboy,,,,,,,,NO_MATCH
Miss Spiders Tea Party - PS1 Game,Playstation,,,,,,,,NO_MATCH
Mission Impossible - Nintendo 64 Game,Nintendo 64,game only,loose,8.07,12.31,10.99,-1.32,2.30,APPLIED
Mission Impossible - Nintendo 64 Game,Nintendo 64,complete (cib),cib,32.39,40.99,43.99,3.00,10.02,APPLIED
Mister Mosquito - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
MLB 07 The Show - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
MLB 08 The Show - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
MLB 09: The Show - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
MLB 09: The Show - PSP Game,PSP,,,,,,,,NO_MATCH
MLB 10 The Show - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
MLB 11: The Show - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
MLB 2000 - PS1 Game,Playstation,,,,,,,,NO_MATCH
MLB 98 - PS1 Game,Playstation,,,,,,,,NO_MATCH
MLB 99 - PS1 Game,Playstation,,,,,,,,NO_MATCH
MLB Slugfest 2004 - GBA Game,Gameboy Advance,,,,,,,,NO_MATCH
MLB Slugfest 2006 - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
MLB Slugfest Loaded - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
Mobil 1 Rally Championship - PS1 Game,Playstation,,,,,,,,NO_MATCH
Mobile Light Force - PS1 Game,Playstation,game only,loose,15.00,22.04,20.99,-1.05,5.08,APPLIED
Mobile Suit Gundam Seed Battle Assault - GBA Game,Gameboy Advance,,,,,,,,NO_MATCH
Monopoly - SNES Game,SNES,,,,,,,,NO_MATCH
Monster 4x4 Masters of Metal - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
Monster Party - NES Game,NES,,,,,,,,NO_MATCH
Monster Rancher 4 - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
Monster Rancher Hop-A-Bout - PS1 Game,Playstation,,,,,,,,NO_MATCH
Montezuma's Revenge - Sega Master System Game,Sega Master System,,,,,,,,NO_MATCH
Mortal Kombat - SNES Game,SNES,,,,,,,,NO_MATCH
Mortal Kombat 3 - SNES Game,SNES,,,,,,,,NO_MATCH
Mortal Kombat Deception - Gamecube Game,Gamecube,,,,,,,,NO_MATCH
Mortal Kombat II - SNES Game,SNES,,,,,,,,NO_MATCH
Mortal Kombat Mythologies: Sub-Zero - Nintendo 64 Game,Nintendo 64,game only,loose,22.70,30.09,30.99,0.90,7.09,APPLIED
Mortal Kombat Tournament Edition - GBA Game,Gameboy Advance,,,,,,,,NO_MATCH
Mortal Kombat Trilogy - Nintendo 64 Game,Nintendo 64,game only,loose,35.52,43.73,47.99,4.26,10.78,APPLIED
Mortal Kombat Trilogy - Nintendo 64 Game,Nintendo 64,complete (cib),cib,76.75,115.99,103.99,-12.00,23.92,APPLIED
Mother 1+2 [Homebrew] - GBA Game,Gameboy Advance,,,,,,,,NO_MATCH
Mother 3 [Homebrew] - GBA Game,Gameboy Advance,,,,,,,,NO_MATCH
Motor City Patrol - NES Game,NES,,,,,,,,NO_MATCH
Mouse Trap / Operation / Simon - GBA Game,Gameboy Advance,,,,,,,,NO_MATCH
Mouse Trap Hotel - Gameboy Game,Gameboy,,,,,,,,NO_MATCH
Mr. Chin's Gourmet Paradise - Gameboy Game,Gameboy,,,,,,,,NO_MATCH
Ms. Pac-Man - SNES Game,SNES,,,,,,,,NO_MATCH
Ms. Pac-Man [Namco] - NES Game,NES,,,,,,,,NO_MATCH
Ms. Pac-Man [Tengen] - NES Game,NES,,,,,,,,NO_MATCH
MTV Celebrity Deathmatch - Xbox Game,Xbox,,,,,,,,NO_MATCH
MTV Remote Control - NES Game,NES,,,,,,,,NO_MATCH
Mucha Lucha: Mascaritas of the Lost Code - GBA Game,Gameboy Advance,,,,,,,,NO_MATCH
Muhammad Ali Heavyweight Boxing - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Muppets Party Cruise - Gamecube Game,Gamecube,,,,,,,,NO_MATCH
MUSCLE - NES Game,NES,,,,,,,,NO_MATCH
Mutant League Football - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Mutant League Hockey - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Mutant Virus - NES Game,NES,,,,,,,,NO_MATCH
MVP Baseball - PSP Game,PSP,,,,,,,,NO_MATCH
MVP Baseball 2003 - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
MVP Baseball 2003 - Xbox Game,Xbox,,,,,,,,NO_MATCH
MVP Baseball 2004 - Gamecube Game,Gamecube,,,,,,,,NO_MATCH
MX World Tour - Xbox Game,Xbox,,,,,,,,NO_MATCH
My Disney Kitchen - PS1 Game,Playstation,,,,,,,,NO_MATCH
My Spanish Coach - PSP Game,PSP,,,,,,,,NO_MATCH
Myst IV Revelation - Xbox Game,Xbox,,,,,,,,NO_MATCH
Mystery Quest - NES Game,NES,,,,,,,,NO_MATCH
Mystic Defender - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
N2O Nitrous Oxide - PS1 Game,Playstation,,,,,,,,NO_MATCH
Namco Museum - Nintendo 64 Game,Nintendo 64,,,,,,,,NO_MATCH
Namco Museum - Sega Dreamcast Game,Sega Dreamcast,,,,,,,,NO_MATCH
Nancy Drew Message in a Haunted Mansion - GBA Game,Gameboy Advance,,,,,,,,NO_MATCH
NASCAR 2001 - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
NASCAR Chase for the Cup 2005 - Gamecube Game,Gamecube,,,,,,,,NO_MATCH
NASCAR Dirt to Daytona - Gamecube Game,Gamecube,,,,,,,,NO_MATCH
NASCAR Dirt to Daytona - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
NASCAR Heat - Gameboy Color Game,Gameboy Color,,,,,,,,NO_MATCH
NASCAR Heat 2002 - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
NASCAR Heat 2002 - Xbox Game,Xbox,,,,,,,,NO_MATCH
NASCAR Racers - Gameboy Color Game,Gameboy Color,,,,,,,,NO_MATCH
NASCAR Thunder 2002 - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
NASCAR Thunder 2003 - Gamecube Game,Gamecube,,,,,,,,NO_MATCH
NASCAR Thunder 2003 - PS2 Game,Playstation 2,complete (cib),cib,8.94,11.99,12.99,1.00,3.37,APPLIED
NASCAR Thunder 2003 - Xbox Game,Xbox,,,,,,,,NO_MATCH
NASCAR Thunder 2004 - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
NASCAR Thunder 2004 - Xbox Game,Xbox,,,,,,,,NO_MATCH
NBA 06 - PS2 Game,Playstation 2,game only,loose,3.94,8.30,5.99,-2.31,1.58,APPLIED
NBA 06 - PS2 Game,Playstation 2,complete (cib),cib,6.99,8.99,9.99,1.00,2.41,APPLIED
NBA 09 The Inside - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
NBA 09 The Inside - PSP Game,PSP,,,,,,,,NO_MATCH
NBA 10: The Inside - PSP Game,PSP,,,,,,,,NO_MATCH
NBA 2K11 - PSP Game,PSP,game only,loose,12.88,16.29,17.99,1.70,4.29,APPLIED
NBA 2K11 - PSP Game,PSP,complete (cib),cib,16.43,20.99,22.99,2.00,5.59,APPLIED
NBA 2K3 - Gamecube Game,Gamecube,complete (cib),cib,10.84,15.99,14.99,-1.00,3.42,APPLIED
NBA 2K7 - PS2 Game,Playstation 2,game only,loose,4.21,8.34,5.99,-2.35,1.31,APPLIED
NBA 3 on 3 Featuring Kobe Bryant - Gameboy Color Game,Gameboy Color,,,,,,,,NO_MATCH
NBA Action '95 starring David Robinson - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
NBA Action 94 - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
NBA All-Star Challenge - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
NBA Ballers - PS2 Game,Playstation 2,complete (cib),cib,11.00,15.99,14.99,-1.00,3.26,APPLIED
NBA Ballers Phenom - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
NBA Ballers Phenom - Xbox Game,Xbox,,,,,,,,NO_MATCH
NBA Hang Time - PS1 Game,Playstation,,,,,,,,NO_MATCH
NBA In the Zone '99 - PS1 Game,Playstation,,,,,,,,NO_MATCH
NBA Jam - SNES Game,SNES,,,,,,,,NO_MATCH
NBA Jam 2002 - GBA Game,Gameboy Advance,complete (cib),cib,30.66,33.99,41.99,8.00,9.81,APPLIED
NBA Jam Tournament Edition - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
NBA Jam Tournament Edition - SNES Game,SNES,,,,,,,,NO_MATCH
NBA Live 95 - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
NBA Live 96 - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
NBA Live 97 - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
NBA Live 98 - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
NBA ShootOut 2000 - PS1 Game,Playstation,,,,,,,,NO_MATCH
NBA ShootOut 2001 - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
NBA ShootOut 2002 - PS1 Game,Playstation,,,,,,,,NO_MATCH
NBA ShootOut 97 - PS1 Game,Playstation,,,,,,,,NO_MATCH
NBA ShootOut 98 - PS1 Game,Playstation,,,,,,,,NO_MATCH
NBA Street Vol 2 - Gamecube Game,Gamecube,game only,loose,32.46,30.98,43.99,13.01,9.95,APPLIED
NBA Street Vol 2 - Xbox Game,Xbox,complete (cib),cib,14.48,20.99,19.99,-1.00,4.63,APPLIED
NBA Street Vol 3 - Gamecube Game,Gamecube,,,,,,,,NO_MATCH
NBA Street Vol 3 - Xbox Game,Xbox,,,,,,,,NO_MATCH
NCAA Basketball 09 - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
NCAA Basketball Final Four 97 - PS1 Game,Playstation,,,,,,,,NO_MATCH
NCAA College Basketball 2K3 - Xbox Game,Xbox,,,,,,,,NO_MATCH
NCAA College Football 2K3 - Gamecube Game,Gamecube,,,,,,,,NO_MATCH
NCAA Final Four 2000 - PS1 Game,Playstation,,,,,,,,NO_MATCH
NCAA Final Four 2001 - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
NCAA Final Four 2002 - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
NCAA Final Four 2003 - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
NCAA Final Four 2004 - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
NCAA Final Four 99 - PS1 Game,Playstation,,,,,,,,NO_MATCH
NCAA Final Four Basketball - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
NCAA Football - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
NCAA Football 08 - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
NCAA Football 09 - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
NCAA Football 11 - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
NCAA Football 2002 - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
NCAA Football 2003 - Gamecube Game,Gamecube,,,,,,,,NO_MATCH
NCAA Football 2004 - Gamecube Game,Gamecube,,,,,,,,NO_MATCH
NCAA Football 2004 - Xbox Game,Xbox,,,,,,,,NO_MATCH
NCAA Football 2005 - Gamecube Game,Gamecube,,,,,,,,NO_MATCH
NCAA Football 2005 - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
NCAA Football 2006 - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
NCAA Football 2007 - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
NCAA Football 2007 - Xbox Game,Xbox,game only,loose,5.11,8.73,6.99,-1.74,1.38,APPLIED
NCAA GameBreaker '98 - PS1 Game,Playstation,,,,,,,,NO_MATCH
NCAA GameBreaker 2000 - PS1 Game,Playstation,,,,,,,,NO_MATCH
NCAA Gamebreaker 99 - PS1 Game,Playstation,,,,,,,,NO_MATCH
NCAA March Madness 2000 - PS1 Game,Playstation,,,,,,,,NO_MATCH
NCAA March Madness 98 - PS1 Game,Playstation,,,,,,,,NO_MATCH
Need for Speed Hot Pursuit 2 - PS2 Game,Playstation 2,game only,loose,9.30,11.91,12.99,1.08,3.01,APPLIED
Need for Speed Hot Pursuit 2 - PS2 Game,Playstation 2,complete (cib),cib,11.99,18.99,16.99,-2.00,4.21,APPLIED
Need for Speed Underground - GBA Game,Gameboy Advance,game only,loose,11.13,15.23,15.99,0.76,4.10,APPLIED
Need for Speed Underground Rivals - PSP Game,PSP,game only,loose,14.27,17.47,19.99,2.52,4.84,APPLIED
Need for Speed Underground Rivals - PSP Game,PSP,complete (cib),cib,15.27,22.99,20.99,-2.00,4.81,APPLIED
Neverland Card Battles - PSP Game,PSP,,,,,,,,NO_MATCH
NFL Blitz 2000 - Gameboy Color Game,Gameboy Color,,,,,,,,NO_MATCH
NFL Blitz 2001 - PS1 Game,Playstation,,,,,,,,NO_MATCH
NFL Blitz 2002 - Xbox Game,Xbox,,,,,,,,NO_MATCH
NFL Blitz 2003 - Gamecube Game,Gamecube,,,,,,,,NO_MATCH
NFL Blitz Pro - Gamecube Game,Gamecube,,,,,,,,NO_MATCH
NFL Blitz Pro - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
NFL Football - NES Game,NES,,,,,,,,NO_MATCH
NFL Football '94 Starring Joe Montana - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
NFL Full Contact - PS1 Game,Playstation,,,,,,,,NO_MATCH
NFL GameDay 2000 - PS1 Game,Playstation,,,,,,,,NO_MATCH
NFL Gameday 2004 - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
NFL Head Coach - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
NFL Street - Xbox Game,Xbox,game only,loose,10.51,13.37,14.99,1.62,3.75,APPLIED
NFL Street - Xbox Game,Xbox,complete (cib),cib,15.98,20.99,21.99,1.00,5.07,APPLIED
NFL Xtreme 2 - PS1 Game,Playstation,,,,,,,,NO_MATCH
NHL 2002 - GBA Game,Gameboy Advance,,,,,,,,NO_MATCH
NHL 2004 - Xbox Game,Xbox,complete (cib),cib,5.85,8.99,7.99,-1.00,1.61,APPLIED
NHL 2K10 - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
NHL 94 - SNES Game,SNES,,,,,,,,NO_MATCH
NHL 96 - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
NHL 97 - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
NHL FaceOff 2001 - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
NHL Hitz 2002 - Gamecube Game,Gamecube,game only,loose,9.96,15.17,13.99,-1.18,3.32,APPLIED
NHL Hitz Pro - Gamecube Game,Gamecube,,,,,,,,NO_MATCH
NHL Open Ice 2 on 2 Challenge - PS1 Game,Playstation,,,,,,,,NO_MATCH
NHL Powerplay 96 - PS1 Game,Playstation,,,,,,,,NO_MATCH
NHL Stanley Cup - SNES Game,SNES,,,,,,,,NO_MATCH
"Ni Hao, Kai-lan: Super Game Day - PS2 Game",Playstation 2,,,,,,,,NO_MATCH
Nicktoons Racing - Gameboy Color Game,Gameboy Color,,,,,,,,NO_MATCH
Nicktoons Unite - Gamecube Game,Gamecube,,,,,,,,NO_MATCH
Nigel Mansell's World Championship Racing - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Nightmare Creatures - Nintendo 64 Game,Nintendo 64,,,,,,,,NO_MATCH
Nightshade - NES Game,NES,,,,,,,,NO_MATCH
Ninja Crusaders - NES Game,NES,,,,,,,,NO_MATCH
Ninja Gaiden II The Dark Sword of Chaos - NES Game,NES,,,,,,,,NO_MATCH
Ninja Gaiden III Ancient Ship of Doom - NES Game,NES,,,,,,,,NO_MATCH
Normy's Beach Babe-O-Rama - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Novastorm - PS1 Game,Playstation,game only,loose,10.50,17.40,14.99,-2.41,3.76,APPLIED
Novastorm - PS1 Game,Playstation,complete (cib),cib,29.99,44.99,40.99,-4.00,9.51,APPLIED
NRA Gun Club - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
NSYNC Get to the Show - Gameboy Color Game,Gameboy Color,,,,,,,,NO_MATCH
Obscure The Aftermath - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
Oddworld Stranger's Wrath - Xbox Game,Xbox,game only,loose,8.88,11.36,11.99,0.63,2.46,APPLIED
Oddworld Stranger's Wrath - Xbox Game,Xbox,complete (cib),cib,9.77,11.99,13.99,2.00,3.51,APPLIED
Omikron The Nomad Soul - Sega Dreamcast Game,Sega Dreamcast,,,,,,,,NO_MATCH
One Piece Grand Adventure - Gamecube Game,Gamecube,,,,,,,,NO_MATCH
Onimusha 2 - PS2 Game,Playstation 2,game only,loose,10.53,12.35,14.99,2.64,3.73,APPLIED
Onimusha 2 - PS2 Game,Playstation 2,complete (cib),cib,14.37,15.99,19.99,4.00,4.74,APPLIED
Onimusha Tactics - GBA Game,Gameboy Advance,game only,loose,41.00,56.55,55.99,-0.56,13.07,APPLIED
Ooga Booga - Sega Dreamcast Game,Sega Dreamcast,,,,,,,,NO_MATCH
ORB 3D - NES Game,NES,,,,,,,,NO_MATCH
Oriental Blue [Homebrew] - GBA Game,Gameboy Advance,,,,,,,,NO_MATCH
Othello - NES Game,NES,,,,,,,,NO_MATCH
Out of Gas - Gameboy Game,Gameboy,,,,,,,,NO_MATCH
Out of This World - SNES Game,SNES,,,,,,,,NO_MATCH
Outlaw Golf: 9 More Holes of X-Mas - Xbox Game,Xbox,,,,,,,,NO_MATCH
Outlaw Golf: Holiday Golf - Xbox Game,Xbox,,,,,,,,NO_MATCH
Outlaw Volleyball Red Hot - Xbox Game,Xbox,,,,,,,,NO_MATCH
OutRun 2019 - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
OutRunners - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Pac-Man World Rally - Gamecube Game,Gamecube,,,,,,,,NO_MATCH
Paladin's Quest - SNES Game,SNES,,,,,,,,NO_MATCH
Panel Action Bingo - Gameboy Game,Gameboy,,,,,,,,NO_MATCH
Pangya: Fantasy Golf - PSP Game,PSP,,,,,,,,NO_MATCH
Panic - Sega CD Game,Sega CD,,,,,,,,NO_MATCH
Payout Poker and Casino - PSP Game,PSP,,,,,,,,NO_MATCH
Peace Keepers - SNES Game,SNES,,,,,,,,NO_MATCH
Pete Sampras Tennis - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Peter Pan - GBA Game,Gameboy Advance,game only,loose,9.11,11.93,12.99,1.06,3.20,APPLIED
Petz Catz 2 - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
Petz Dogz 2 - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
Petz: Dogz Family - PSP Game,PSP,,,,,,,,NO_MATCH
Petz: Hamsterz Bunch - PSP Game,PSP,,,,,,,,NO_MATCH
Petz: Saddle Club - PSP Game,PSP,,,,,,,,NO_MATCH
PGA Tour Golf 3 - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
PGA Tour Golf II - Sega Genesis Game,Sega Genesis,game only,loose,3.49,7.70,4.99,-2.71,1.06,APPLIED
PGA Tour Golf II - Sega Genesis Game,Sega Genesis,complete (cib),cib,12.68,14.99,17.99,3.00,4.49,APPLIED
Phalanx - SNES Game,SNES,,,,,,,,NO_MATCH
Phantasy Star II - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Phantasy Star III Generations of Doom - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Phantasy Star IV - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Phantom 2040 - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Phantom Brave: The Hermuda Triangle - PSP Game,PSP,,,,,,,,NO_MATCH
Phantom Fighter - NES Game,NES,,,,,,,,NO_MATCH
Phil of the Future - GBA Game,Gameboy Advance,,,,,,,,NO_MATCH
Philosoma - PS1 Game,Playstation,game only,loose,19.99,54.63,26.99,-27.64,5.92,APPLIED
Philosoma - PS1 Game,Playstation,complete (cib),cib,63.64,87.99,85.99,-2.00,19.56,APPLIED
Phix the Adventure - PS1 Game,Playstation,,,,,,,,NO_MATCH
Pilotwings - SNES Game,SNES,,,,,,,,NO_MATCH
Pinball Hall of Fame The Williams Collection - PSP Game,PSP,,,,,,,,NO_MATCH
Pinball Hall of Fame: The Williams Collection - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
Pinocchio - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Pinocchio - SNES Game,SNES,,,,,,,,NO_MATCH
Pipe Dreams 3D - PS1 Game,Playstation,,,,,,,,NO_MATCH
Pirates Legend of the Black Buccaneer - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
Pirates of Dark Water - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
Pitfall Mayan Adventure - SNES Game,SNES,,,,,,,,NO_MATCH
PK Out of the Shadows - Gamecube Game,Gamecube,,,,,,,,NO_MATCH
Play Action Football - Gameboy Game,Gameboy,,,,,,,,NO_MATCH
Play Action Football - NES Game,NES,,,,,,,,NO_MATCH
Play With the Teletubbies - PS1 Game,Playstation,,,,,,,,NO_MATCH
Plok - SNES Game,SNES,,,,,,,,NO_MATCH
