product,console,variant,type,market_price,old_price,new_price,diff,profit,status
NASCAR 08 - PS2 Game,Playstation 2,complete (cib),cib,7.40,8.89,10.99,2.10,2.97,APPLIED
NASCAR 2000 - PS1 Game,Playstation,game only,loose,4.35,4.31,5.99,1.68,1.17,APPLIED
NASCAR 2000 - PS1 Game,Playstation,complete (cib),cib,7.00,4.31,9.99,5.68,2.40,APPLIED
NASCAR 2001 - PS1 Game,Playstation,game only,loose,6.97,7.64,9.99,2.35,2.43,APPLIED
NASCAR 2001 - PS1 Game,Playstation,complete (cib),cib,8.98,7.64,12.99,5.35,3.33,APPLIED
NASCAR 2001 - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
NASCAR 98 - PS1 Game,Playstation,game only,loose,3.09,9.03,4.99,-4.04,1.46,APPLIED
NASCAR 98 - PS1 Game,Playstation,complete (cib),cib,8.30,9.03,11.99,2.96,3.04,APPLIED
NASCAR 99 - Nintendo 64 Game,Nintendo 64,game only,loose,6.74,6.80,9.99,3.19,2.66,APPLIED
NASCAR 99 - Nintendo 64 Game,Nintendo 64,complete (cib),cib,15.98,6.80,21.99,15.19,5.07,APPLIED
NASCAR 99 - PS1 Game,Playstation,game only,loose,5.17,7.89,6.99,-0.90,1.32,APPLIED
NASCAR 99 - PS1 Game,Playstation,complete (cib),cib,8.52,7.89,11.99,4.10,2.82,APPLIED
NASCAR Chase for the Cup 2005 - Gamecube Game,Gamecube,,,,,,,,NO_MATCH
NASCAR Dirt to Daytona - Gamecube Game,Gamecube,,,,,,,,NO_MATCH
NASCAR Dirt to Daytona - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
NASCAR Heat - Gameboy Color Game,Gameboy Color,,,,,,,,NO_MATCH
NASCAR Heat - PS1 Game,Playstation,game only,loose,3.99,8.08,5.99,-2.09,1.53,APPLIED
NASCAR Heat - PS1 Game,Playstation,complete (cib),cib,7.95,8.08,10.99,2.91,2.42,APPLIED
NASCAR Heat 2002 - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
NASCAR Heat 2002 - Xbox Game,Xbox,,,,,,,,NO_MATCH
NASCAR Racers - Gameboy Color Game,Gameboy Color,,,,,,,,NO_MATCH
NASCAR Racing - PS1 Game,Playstation,game only,loose,12.89,8.28,17.99,9.71,4.28,APPLIED
NASCAR Racing - PS1 Game,Playstation,complete (cib),cib,19.43,8.28,26.99,18.71,6.48,APPLIED
NASCAR Rumble - PS1 Game,Playstation,game only,loose,8.95,15.81,12.99,-2.82,3.36,APPLIED
NASCAR Rumble - PS1 Game,Playstation,complete (cib),cib,15.99,15.81,21.99,6.18,5.06,APPLIED
NASCAR Thunder 2002 - PS1 Game,Playstation,game only,loose,5.12,9.48,6.99,-2.49,1.37,APPLIED
NASCAR Thunder 2002 - PS1 Game,Playstation,complete (cib),cib,8.98,9.48,12.99,3.51,3.33,APPLIED
NASCAR Thunder 2002 - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
NASCAR Thunder 2003 - Gamecube Game,Gamecube,,,,,,,,NO_MATCH
NASCAR Thunder 2003 - PS1 Game,Playstation,game only,loose,6.13,11.93,8.99,-2.94,2.30,APPLIED
NASCAR Thunder 2003 - PS2 Game,Playstation 2,complete (cib),cib,8.63,8.87,11.99,3.12,2.71,APPLIED
NASCAR Thunder 2003 - Xbox Game,Xbox,,,,,,,,NO_MATCH
NASCAR Thunder 2004 - PS1 Game,Playstation,game only,loose,9.11,14.02,12.99,-1.03,3.20,APPLIED
NASCAR Thunder 2004 - PS1 Game,Playstation,complete (cib),cib,12.99,14.02,17.99,3.97,4.18,APPLIED
NASCAR Thunder 2004 - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
NASCAR Thunder 2004 - Xbox Game,Xbox,,,,,,,,NO_MATCH
Navy Seals - Gameboy Game,Gameboy,complete (cib),cib,99.11,19.34,133.99,114.65,30.69,APPLIED
NBA - PSP Game,PSP,game only,loose,5.28,10.02,7.99,-2.03,2.18,APPLIED
NBA - PSP Game,PSP,complete (cib),cib,6.62,10.02,8.99,-1.03,1.81,APPLIED
NBA 06 - PS2 Game,Playstation 2,game only,loose,4.04,8.30,5.99,-2.31,1.48,APPLIED
NBA 06 - PS2 Game,Playstation 2,complete (cib),cib,6.35,8.30,8.99,0.69,2.08,APPLIED
NBA 08 - PS2 Game,Playstation 2,game only,loose,4.19,7.58,5.99,-1.59,1.33,APPLIED
NBA 08 - PS2 Game,Playstation 2,complete (cib),cib,8.29,7.58,11.99,4.41,3.05,APPLIED
NBA 08 - PSP Game,PSP,game only,loose,6.85,5.70,9.99,4.29,2.55,APPLIED
NBA 08 - PSP Game,PSP,complete (cib),cib,7.40,5.70,10.99,5.29,2.97,APPLIED
NBA 09 The Inside - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
NBA 09 The Inside - PSP Game,PSP,,,,,,,,NO_MATCH
NBA 10: The Inside - PSP Game,PSP,,,,,,,,NO_MATCH
NBA 2006 - PSP Game,PSP,game only,loose,4.64,5.04,6.99,1.95,1.85,APPLIED
NBA 2006 - PSP Game,PSP,complete (cib),cib,6.18,5.04,8.99,3.95,2.25,APPLIED
NBA 2K1 - Sega Dreamcast Game,Sega Dreamcast,game only,loose,5.79,7.31,7.99,0.68,1.67,APPLIED
NBA 2K1 - Sega Dreamcast Game,Sega Dreamcast,complete (cib),cib,9.03,7.31,12.99,5.68,3.28,APPLIED
NBA 2K10 - PS2 Game,Playstation 2,game only,loose,5.54,9.10,7.99,-1.11,1.92,APPLIED
NBA 2K10 - PS2 Game,Playstation 2,complete (cib),cib,9.38,9.10,12.99,3.89,2.93,APPLIED
NBA 2K11 - PS2 Game,Playstation 2,game only,loose,9.49,16.11,12.99,-3.12,2.82,APPLIED
NBA 2K11 - PS2 Game,Playstation 2,complete (cib),cib,12.21,16.11,16.99,0.88,3.99,APPLIED
NBA 2K11 - PSP Game,PSP,complete (cib),cib,15.38,16.29,20.99,4.70,4.70,APPLIED
NBA 2K12 - PS2 Game,Playstation 2,game only,loose,13.14,32.02,17.99,-14.03,4.03,APPLIED
NBA 2K12 - PS2 Game,Playstation 2,complete (cib),cib,16.63,32.02,22.99,-9.03,5.39,APPLIED
NBA 2K12 - PSP Game,PSP,game only,loose,16.99,19.74,22.99,3.25,5.03,APPLIED
NBA 2K12 - PSP Game,PSP,complete (cib),cib,17.81,19.74,24.99,5.25,6.16,APPLIED
NBA 2K2 - Sega Dreamcast Game,Sega Dreamcast,game only,loose,12.06,18.74,16.99,-1.75,4.14,APPLIED
NBA 2K2 - Sega Dreamcast Game,Sega Dreamcast,complete (cib),cib,19.95,18.74,26.99,8.25,5.96,APPLIED
NBA 2K2 - Xbox Game,Xbox,game only,loose,5.88,6.37,7.99,1.62,1.58,APPLIED
NBA 2K2 - Xbox Game,Xbox,complete (cib),cib,8.13,6.37,10.99,4.62,2.24,APPLIED
NBA 2K3 - Gamecube Game,Gamecube,complete (cib),cib,11.77,10.65,15.99,5.34,3.46,APPLIED
NBA 2K3 - PS2 Game,Playstation 2,game only,loose,4.94,9.41,6.99,-2.42,1.55,APPLIED
NBA 2K3 - Xbox Game,Xbox,game only,loose,4.85,5.99,6.99,1.00,1.64,APPLIED
NBA 2K3 - Xbox Game,Xbox,complete (cib),cib,7.43,5.99,10.99,5.00,2.94,APPLIED
NBA 2K6 - PS2 Game,Playstation 2,game only,loose,3.56,9.48,4.99,-4.49,0.99,APPLIED
NBA 2K6 - PS2 Game,Playstation 2,complete (cib),cib,5.88,9.48,7.99,-1.49,1.58,APPLIED
NBA 2K7 - PS2 Game,Playstation 2,complete (cib),cib,7.50,8.34,10.99,2.65,2.87,APPLIED
NBA 2K8 - PS2 Game,Playstation 2,game only,loose,4.97,10.37,6.99,-3.38,1.52,APPLIED
NBA 2K9 - PS2 Game,Playstation 2,game only,loose,5.94,10.07,8.99,-1.08,2.49,APPLIED
NBA 3 on 3 Featuring Kobe Bryant - Gameboy Color Game,Gameboy Color,,,,,,,,NO_MATCH
NBA Action '95 starring David Robinson - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
NBA Action 94 - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
NBA All-Star Challenge - Gameboy Game,Gameboy,game only,loose,5.35,10.22,7.99,-2.23,2.11,APPLIED
NBA All-Star Challenge - Gameboy Game,Gameboy,complete (cib),cib,30.53,10.22,41.99,31.77,9.94,APPLIED
NBA All-Star Challenge - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
NBA Ballers - PS2 Game,Playstation 2,complete (cib),cib,11.75,14.40,15.99,1.59,3.48,APPLIED
NBA Ballers Phenom - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
NBA Ballers Phenom - Xbox Game,Xbox,,,,,,,,NO_MATCH
NBA Ballers Rebound - PSP Game,PSP,game only,loose,21.04,21.95,28.99,7.04,6.81,APPLIED
NBA Ballers Rebound - PSP Game,PSP,complete (cib),cib,28.30,21.95,38.99,17.04,9.26,APPLIED
NBA Basketball 2000 - PS1 Game,Playstation,game only,loose,3.89,8.61,5.99,-2.62,1.63,APPLIED
NBA Basketball 2000 - PS1 Game,Playstation,complete (cib),cib,9.55,8.61,12.99,4.38,2.76,APPLIED
NBA Courtside 2002 - Gamecube Game,Gamecube,game only,loose,8.94,12.40,12.99,0.59,3.37,APPLIED
NBA Courtside 2002 - Gamecube Game,Gamecube,complete (cib),cib,9.05,12.40,12.99,0.59,3.26,APPLIED
NBA Fast Break 98 - PS1 Game,Playstation,complete (cib),cib,3132.09,12.33,4228.99,4216.66,973.96,APPLIED
NBA Hang Time - Nintendo 64 Game,Nintendo 64,game only,loose,24.97,27.43,33.99,6.56,7.73,APPLIED
NBA Hang Time - Nintendo 64 Game,Nintendo 64,complete (cib),cib,55.17,27.43,74.99,47.56,17.35,APPLIED
NBA Hang Time - PS1 Game,Playstation,,,,,,,,NO_MATCH
NBA Hang Time - Sega Genesis Game,Sega Genesis,complete (cib),cib,24.98,13.02,33.99,20.97,7.72,APPLIED
NBA Hoopz - PS1 Game,Playstation,game only,loose,5.00,12.37,6.99,-5.38,1.49,APPLIED
NBA Hoopz - PS1 Game,Playstation,complete (cib),cib,11.24,12.37,15.99,3.62,3.99,APPLIED
NBA Hoopz - PS2 Game,Playstation 2,game only,loose,5.00,15.14,6.99,-8.15,1.49,APPLIED
NBA Hoopz - PS2 Game,Playstation 2,complete (cib),cib,11.24,15.14,15.99,0.85,3.99,APPLIED
NBA Hoopz - Sega Dreamcast Game,Sega Dreamcast,game only,loose,25.90,31.92,34.99,3.07,7.78,APPLIED
NBA Hoopz - Sega Dreamcast Game,Sega Dreamcast,complete (cib),cib,54.65,31.92,73.99,42.07,16.89,APPLIED
NBA In the Zone '99 - PS1 Game,Playstation,,,,,,,,NO_MATCH
NBA In The Zone 2000 - Gameboy Color Game,Gameboy Color,game only,loose,11.00,2.32,14.99,12.67,3.26,APPLIED
NBA In The Zone 2000 - Gameboy Color Game,Gameboy Color,complete (cib),cib,67.28,2.32,90.99,88.67,20.77,APPLIED
NBA In the Zone 2000 - PS1 Game,Playstation,game only,loose,14.39,22.55,19.99,-2.56,4.72,APPLIED
NBA Inside Drive 2002 - Xbox Game,Xbox,game only,loose,5.97,5.81,8.99,3.18,2.46,APPLIED
NBA Inside Drive 2002 - Xbox Game,Xbox,complete (cib),cib,7.85,5.81,10.99,5.18,2.52,APPLIED
NBA Inside Drive 2003 - Xbox Game,Xbox,complete (cib),cib,8.95,6.81,12.99,6.18,3.36,APPLIED
NBA Inside Drive 2004 - Xbox Game,Xbox,game only,loose,6.70,7.47,9.99,2.52,2.70,APPLIED
NBA Inside Drive 2004 - Xbox Game,Xbox,complete (cib),cib,7.95,7.47,10.99,3.52,2.42,APPLIED
NBA Jam - Gameboy Game,Gameboy,game only,loose,14.79,14.54,19.99,5.45,4.32,APPLIED
NBA Jam - Gameboy Game,Gameboy,complete (cib),cib,55.00,14.54,74.99,60.45,17.52,APPLIED
NBA Jam - PS2 Game,Playstation 2,game only,loose,14.96,17.92,20.99,3.07,5.12,APPLIED
NBA Jam - PS2 Game,Playstation 2,complete (cib),cib,19.36,17.92,26.99,9.07,6.55,APPLIED
NBA Jam - Sega CD Game,Sega CD,game only,loose,15.24,29.39,20.99,-8.40,4.84,APPLIED
NBA Jam - Sega CD Game,Sega CD,complete (cib),cib,24.99,29.39,33.99,4.60,7.71,APPLIED
NBA Jam - Sega Genesis Game,Sega Genesis,game only,loose,9.44,7.25,12.99,5.74,2.87,APPLIED
NBA Jam - Sega Genesis Game,Sega Genesis,complete (cib),cib,17.99,7.25,24.99,17.74,5.98,APPLIED
NBA Jam - SNES Game,SNES,,,,,,,,NO_MATCH
NBA Jam - Xbox Game,Xbox,game only,loose,17.94,13.44,24.99,11.55,6.03,APPLIED
NBA Jam - Xbox Game,Xbox,complete (cib),cib,24.80,13.44,33.99,20.55,7.90,APPLIED
NBA Jam 2001 - Gameboy Color Game,Gameboy Color,game only,loose,12.77,15.34,17.99,2.65,4.40,APPLIED
NBA Jam 2001 - Gameboy Color Game,Gameboy Color,complete (cib),cib,20.02,15.34,27.99,12.65,6.86,APPLIED
NBA Jam 2002 - GBA Game,Gameboy Advance,complete (cib),cib,24.91,18.13,33.99,15.86,7.79,APPLIED
NBA Jam 99 - Gameboy Color Game,Gameboy Color,game only,loose,9.21,9.50,12.99,3.49,3.10,APPLIED
NBA Jam 99 - Gameboy Color Game,Gameboy Color,complete (cib),cib,27.80,9.50,37.99,28.49,8.79,APPLIED
NBA Jam Extreme - PS1 Game,Playstation,game only,loose,10.85,16.15,14.99,-1.16,3.41,APPLIED
NBA Jam Extreme - PS1 Game,Playstation,complete (cib),cib,14.50,16.15,19.99,3.84,4.61,APPLIED
NBA Jam Tournament Edition - PS1 Game,Playstation,game only,loose,50.45,56.98,68.99,12.01,16.24,APPLIED
NBA Jam Tournament Edition - PS1 Game,Playstation,complete (cib),cib,63.63,56.98,85.99,29.01,19.57,APPLIED
NBA Jam Tournament Edition - Sega 32X Game,Sega 32X,,,,,,,,NO_MATCH
NBA Jam Tournament Edition - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
NBA Jam Tournament Edition - SNES Game,SNES,,,,,,,,NO_MATCH
NBA Live '96 - PS1 Game,Playstation,game only,loose,9.98,20.88,13.99,-6.89,3.30,APPLIED
NBA Live '96 - PS1 Game,Playstation,complete (cib),cib,19.94,20.88,26.99,6.11,5.97,APPLIED
NBA Live 09 - PS2 Game,Playstation 2,game only,loose,4.97,11.76,6.99,-4.77,1.52,APPLIED
NBA Live 09 - PS2 Game,Playstation 2,complete (cib),cib,6.21,11.76,8.99,-2.77,2.22,APPLIED
NBA Live 10 - PSP Game,PSP,game only,loose,12.95,14.54,17.99,3.45,4.22,APPLIED
NBA Live 10 - PSP Game,PSP,complete (cib),cib,13.08,14.54,17.99,3.45,4.09,APPLIED
NBA Live 2000 - PS1 Game,Playstation,game only,loose,3.89,9.60,5.99,-3.61,1.63,APPLIED
NBA Live 2000 - PS1 Game,Playstation,complete (cib),cib,9.55,9.60,12.99,3.39,2.76,APPLIED
NBA Live 2001 - PS1 Game,Playstation,game only,loose,4.51,9.29,6.99,-2.30,1.98,APPLIED
NBA Live 2001 - PS1 Game,Playstation,complete (cib),cib,5.75,9.29,7.99,-1.30,1.71,APPLIED
NBA Live 2001 - PS2 Game,Playstation 2,game only,loose,4.51,8.65,6.99,-1.66,1.98,APPLIED
NBA Live 2001 - PS2 Game,Playstation 2,complete (cib),cib,5.75,8.65,7.99,-0.66,1.71,APPLIED
NBA Live 2002 - PS1 Game,Playstation,game only,loose,3.89,7.81,5.99,-1.82,1.63,APPLIED
NBA Live 2002 - PS1 Game,Playstation,complete (cib),cib,6.25,7.81,8.99,1.18,2.18,APPLIED
NBA Live 2002 - PS2 Game,Playstation 2,game only,loose,3.89,7.58,5.99,-1.59,1.63,APPLIED
NBA Live 2002 - PS2 Game,Playstation 2,complete (cib),cib,6.25,7.58,8.99,1.41,2.18,APPLIED
NBA Live 2003 - Gamecube Game,Gamecube,game only,loose,6.10,7.04,8.99,1.95,2.33,APPLIED
NBA Live 2003 - Gamecube Game,Gamecube,complete (cib),cib,6.15,7.04,8.99,1.95,2.28,APPLIED
NBA Live 2003 - PS1 Game,Playstation,game only,loose,6.02,11.31,8.99,-2.32,2.41,APPLIED
NBA Live 2003 - PS1 Game,Playstation,complete (cib),cib,8.99,11.31,12.99,1.68,3.32,APPLIED
NBA Live 2003 - PS2 Game,Playstation 2,game only,loose,6.02,8.34,8.99,0.65,2.41,APPLIED
NBA Live 2003 - PS2 Game,Playstation 2,complete (cib),cib,8.99,8.34,12.99,4.65,3.32,APPLIED
NBA Live 2004 - Gamecube Game,Gamecube,game only,loose,6.93,8.53,9.99,1.46,2.47,APPLIED
NBA Live 2004 - Gamecube Game,Gamecube,complete (cib),cib,10.63,8.53,14.99,6.46,3.63,APPLIED
NBA Live 2004 - PS2 Game,Playstation 2,game only,loose,4.95,7.51,6.99,-0.52,1.54,APPLIED
NBA Live 2004 - PS2 Game,Playstation 2,complete (cib),cib,7.00,7.51,9.99,2.48,2.40,APPLIED
NBA Live 2005 - Gamecube Game,Gamecube,game only,loose,9.08,9.22,12.99,3.77,3.23,APPLIED
NBA Live 2005 - Gamecube Game,Gamecube,complete (cib),cib,9.09,9.22,12.99,3.77,3.22,APPLIED
NBA Live 2005 - PS2 Game,Playstation 2,game only,loose,5.01,9.42,6.99,-2.43,1.48,APPLIED
NBA Live 2005 - Xbox Game,Xbox,game only,loose,3.69,7.70,4.99,-2.71,0.86,APPLIED
NBA Live 2005 - Xbox Game,Xbox,complete (cib),cib,8.02,7.70,10.99,3.29,2.35,APPLIED
NBA Live 2006 - PS2 Game,Playstation 2,game only,loose,4.04,7.71,5.99,-1.72,1.48,APPLIED
NBA Live 2006 - PS2 Game,Playstation 2,complete (cib),cib,6.35,7.71,8.99,1.28,2.08,APPLIED
NBA Live 2007 - PSP Game,PSP,game only,loose,7.90,5.07,10.99,5.92,2.47,APPLIED
NBA Live 2007 - PSP Game,PSP,complete (cib),cib,8.45,5.07,11.99,6.92,2.89,APPLIED
NBA Live 2008 - PS2 Game,Playstation 2,game only,loose,4.19,10.96,5.99,-4.97,1.33,APPLIED
NBA Live 2008 - PS2 Game,Playstation 2,complete (cib),cib,8.29,10.96,11.99,1.03,3.05,APPLIED
NBA Live 2008 - PSP Game,PSP,game only,loose,6.85,7.38,9.99,2.61,2.55,APPLIED
NBA Live 2008 - PSP Game,PSP,complete (cib),cib,7.40,7.38,10.99,3.61,2.97,APPLIED
NBA Live 95 - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
NBA Live 96 - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
NBA Live 97 - PS1 Game,Playstation,game only,loose,6.79,7.58,9.99,2.41,2.61,APPLIED
NBA Live 97 - PS1 Game,Playstation,complete (cib),cib,10.25,7.58,13.99,6.41,3.03,APPLIED
NBA Live 97 - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
NBA Live 98 - PS1 Game,Playstation,game only,loose,5.56,7.09,7.99,0.90,1.90,APPLIED
NBA Live 98 - PS1 Game,Playstation,complete (cib),cib,9.73,7.09,13.99,6.90,3.55,APPLIED
NBA Live 98 - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
NBA Live 98 - Sega Saturn Game,Sega Saturn,game only,loose,10.30,12.78,13.99,1.21,2.98,APPLIED
NBA Live 98 - Sega Saturn Game,Sega Saturn,complete (cib),cib,19.98,12.78,26.99,14.21,5.93,APPLIED
NBA Live 99 - PS1 Game,Playstation,game only,loose,4.99,7.51,6.99,-0.52,1.50,APPLIED
NBA Live 99 - PS1 Game,Playstation,complete (cib),cib,6.16,7.51,8.99,1.48,2.27,APPLIED
NBA ShootOut - PS1 Game,Playstation,game only,loose,6.67,9.18,9.99,0.81,2.73,APPLIED
NBA ShootOut - PS1 Game,Playstation,complete (cib),cib,8.46,9.18,11.99,2.81,2.88,APPLIED
NBA ShootOut 2000 - PS1 Game,Playstation,,,,,,,,NO_MATCH
NBA ShootOut 2001 - PS1 Game,Playstation,game only,loose,4.41,8.02,5.99,-2.03,1.11,APPLIED
NBA ShootOut 2001 - PS1 Game,Playstation,complete (cib),cib,7.97,8.02,10.99,2.97,2.40,APPLIED
NBA ShootOut 2001 - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
NBA ShootOut 2002 - PS1 Game,Playstation,,,,,,,,NO_MATCH
NBA ShootOut 2003 - PS1 Game,Playstation,game only,loose,5.39,5.80,7.99,2.19,2.07,APPLIED
NBA ShootOut 2003 - PS1 Game,Playstation,complete (cib),cib,7.68,5.80,10.99,5.19,2.69,APPLIED
NBA Shootout 2004 - PS1 Game,Playstation,game only,loose,6.67,11.08,9.99,-1.09,2.73,APPLIED
NBA Shootout 2004 - PS1 Game,Playstation,complete (cib),cib,8.46,11.08,11.99,0.91,2.88,APPLIED
NBA ShootOut 97 - PS1 Game,Playstation,,,,,,,,NO_MATCH
NBA ShootOut 98 - PS1 Game,Playstation,,,,,,,,NO_MATCH
NBA Showtime - Sega Dreamcast Game,Sega Dreamcast,game only,loose,14.99,22.16,20.99,-1.17,5.09,APPLIED
NBA Showtime - Sega Dreamcast Game,Sega Dreamcast,complete (cib),cib,21.93,22.16,29.99,7.83,6.89,APPLIED
NBA Showtime NBA on NBC - PS1 Game,Playstation,game only,loose,8.93,15.41,12.99,-2.42,3.38,APPLIED
NBA Showtime NBA on NBC - PS1 Game,Playstation,complete (cib),cib,14.01,15.41,18.99,3.58,4.13,APPLIED
NBA Street - Gamecube Game,Gamecube,game only,loose,32.50,19.34,43.99,24.65,9.91,APPLIED
NBA Street - Gamecube Game,Gamecube,complete (cib),cib,35.99,19.34,48.99,29.65,11.28,APPLIED
NBA Street - PS2 Game,Playstation 2,game only,loose,26.00,14.61,35.99,21.38,8.65,APPLIED
NBA Street - PS2 Game,Playstation 2,complete (cib),cib,44.99,14.61,60.99,46.38,13.93,APPLIED
NBA Street Showdown - PSP Game,PSP,game only,loose,17.82,19.97,24.99,5.02,6.15,APPLIED
NBA Street Showdown - PSP Game,PSP,complete (cib),cib,22.93,19.97,30.99,11.02,6.86,APPLIED
NBA Street Vol 2 - Gamecube Game,Gamecube,game only,loose,32.49,30.98,43.99,13.01,9.92,APPLIED
NBA Street Vol 2 - Gamecube Game,Gamecube,complete (cib),cib,35.67,30.98,48.99,18.01,11.60,APPLIED
NBA Street Vol 2 - PS2 Game,Playstation 2,game only,loose,26.00,46.99,35.99,-11.00,8.65,APPLIED
NBA Street Vol 2 - PS2 Game,Playstation 2,complete (cib),cib,44.99,46.99,60.99,14.00,13.93,APPLIED
NBA Street Vol 2 - Xbox Game,Xbox,complete (cib),cib,15.00,16.15,20.99,4.84,5.08,APPLIED
NBA Street Vol 3 - Gamecube Game,Gamecube,,,,,,,,NO_MATCH
NBA Street Vol 3 - PS2 Game,Playstation 2,game only,loose,13.89,24.64,18.99,-5.65,4.25,APPLIED
NBA Street Vol 3 - Xbox Game,Xbox,,,,,,,,NO_MATCH
NCAA Basketball 09 - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
NCAA Basketball Final Four 97 - PS1 Game,Playstation,,,,,,,,NO_MATCH
NCAA College Basketball 2K3 - Xbox Game,Xbox,,,,,,,,NO_MATCH
NCAA College Football 2K3 - Gamecube Game,Gamecube,,,,,,,,NO_MATCH
NCAA Final Four 2000 - PS1 Game,Playstation,,,,,,,,NO_MATCH
NCAA Final Four 2001 - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
NCAA Final Four 2002 - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
NCAA Final Four 2003 - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
NCAA Final Four 2004 - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
NCAA Final Four 99 - PS1 Game,Playstation,,,,,,,,NO_MATCH
NCAA Final Four Basketball - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
NCAA Football - Sega Genesis Game,Sega Genesis,,,,,,,,NO_MATCH
NCAA Football 08 - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
NCAA Football 09 - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
NCAA Football 11 - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
NCAA Football 2000 - PS1 Game,Playstation,game only,loose,5.89,10.30,7.99,-2.31,1.57,APPLIED
NCAA Football 2000 - PS1 Game,Playstation,complete (cib),cib,10.01,10.30,13.99,3.69,3.27,APPLIED
NCAA Football 2001 - PS1 Game,Playstation,game only,loose,6.04,12.29,8.99,-3.30,2.39,APPLIED
NCAA Football 2001 - PS1 Game,Playstation,complete (cib),cib,11.46,12.29,15.99,3.70,3.77,APPLIED
NCAA Football 2002 - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
NCAA Football 2003 - Gamecube Game,Gamecube,,,,,,,,NO_MATCH
NCAA Football 2003 - PS2 Game,Playstation 2,game only,loose,3.43,7.79,4.99,-2.80,1.12,APPLIED
NCAA Football 2003 - PS2 Game,Playstation 2,complete (cib),cib,6.58,7.79,8.99,1.20,1.85,APPLIED
NCAA Football 2004 - Gamecube Game,Gamecube,,,,,,,,NO_MATCH
NCAA Football 2004 - PS2 Game,Playstation 2,game only,loose,3.54,8.93,4.99,-3.94,1.01,APPLIED
NCAA Football 2004 - Xbox Game,Xbox,,,,,,,,NO_MATCH
NCAA Football 2005 - Gamecube Game,Gamecube,,,,,,,,NO_MATCH
NCAA Football 2005 - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
NCAA Football 2006 - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
NCAA Football 2007 - PS2 Game,Playstation 2,,,,,,,,NO_MATCH
NCAA Football 2007 - Xbox Game,Xbox,complete (cib),cib,6.75,8.73,9.99,1.26,2.65,APPLIED
NCAA Gamebreaker - PS1 Game,Playstation,game only,loose,7.97,7.58,10.99,3.41,2.40,APPLIED
NCAA Gamebreaker - PS1 Game,Playstation,complete (cib),cib,8.23,7.58,11.99,4.41,3.11,APPLIED
NCAA GameBreaker '98 - PS1 Game,Playstation,,,,,,,,NO_MATCH
NCAA GameBreaker 2000 - PS1 Game,Playstation,,,,,,,,NO_MATCH
NCAA GameBreaker 2001 - PS1 Game,Playstation,complete (cib),cib,8.17,9.31,11.99,2.68,3.17,APPLIED
NCAA Gamebreaker 99 - PS1 Game,Playstation,,,,,,,,NO_MATCH
NCAA March Madness 2000 - PS1 Game,Playstation,,,,,,,,NO_MATCH
NCAA March Madness 98 - PS1 Game,Playstation,,,,,,,,NO_MATCH
Need for Speed - PS1 Game,Playstation,game only,loose,19.76,13.85,26.99,13.14,6.15,APPLIED
Need for Speed - PS1 Game,Playstation,complete (cib),cib,28.99,13.85,39.99,26.14,9.54,APPLIED
Need for Speed 2 - PS1 Game,Playstation,game only,loose,21.72,15.54,29.99,14.45,7.10,APPLIED
Need for Speed 2 - PS1 Game,Playstation,complete (cib),cib,32.53,15.54,43.99,28.45,9.88,APPLIED
Need for Speed 3 Hot Pursuit - PS1 Game,Playstation,game only,loose,7.67,14.00,10.99,-3.01,2.70,APPLIED
Need for Speed 3 Hot Pursuit - PS1 Game,Playstation,complete (cib),cib,9.45,14.00,12.99,-1.01,2.86,APPLIED
Need for Speed Carbon - PS2 Game,Playstation 2,game only,loose,10.35,13.21,13.99,0.78,2.93,APPLIED
Need for Speed Carbon - PS2 Game,Playstation 2,complete (cib),cib,12.27,13.21,16.99,3.78,3.93,APPLIED
Need for Speed Carbon - Xbox Game,Xbox,game only,loose,20.00,8.44,27.99,19.55,6.88,APPLIED
